3175,6112,5697,2327,646,4724,4886,4935,5093,2036
1564,1042,1456,834,561,1234,1563,846,832,447
0.669972568052332,0.854347218339391,0.796449042359849,0.736159443214173,0.535211267605634,0.792883517959047,0.757636842921383,0.853658536585366,0.85957805907173,0.819975835682642
