Expt,Track,# Sharp Turns,Omega Turns,Blip Turns,Reversals,Second Reversals,Distance Traveled,Average Run Length,Positive Average Run Length,Positive Average X Displacement,Negative Average Run Length,Negative Average X Displacement,Positive Run Count,Negative Run Count,Fraction Neg Runs,Negative Bias Count,Positive Bias Count,posTimeAvg,negTimeAvg,posVelocityAvg,negVelocityAvg,posCurveIndexAvg,negCurveIndexAvg,posWVIAvg,negWVIAvg,StartCountBias,StartLengthBias,TTXI,TTXV,absTTXV
Z:\Malcom\Behavior\Analysis\240531_N2_ola375DCR5281het_Tc15_16_24\240531_N2_Tc15_16_24\240531_N2_Tc15_16_24_w1a_tracks.bin,1,1,0,1,0,0,0,3.990975,0.000000,0.000000,3.990975,0.362427,0,1,1.000000,-0.621545,0.000000,0.000000,50.000000,0.000000,0.011418,0.000000,0.143047,0.000000,0.334271,1.000000,1.000000,-1.000000,0,0 
Z:\Malcom\Behavior\Analysis\240531_N2_ola375DCR5281het_Tc15_16_24\240531_N2_Tc15_16_24\240531_N2_Tc15_16_24_w1a_tracks.bin,2,1,1,0,0,0,-3,2.622435,0.000000,0.000000,2.622435,0.145630,0,1,1.000000,-0.478577,0.000000,0.000000,47.500000,0.000000,0.006427,0.000000,0.116413,0.000000,0.770974,0.500000,0.603467,-1.000000,0,0 
Z:\Malcom\Behavior\Analysis\240531_N2_ola375DCR5281het_Tc15_16_24\240531_N2_Tc15_16_24\240531_N2_Tc15_16_24_w1a_tracks.bin,3,1,0,0,1,0,1,2.173287,0.922207,0.076538,3.424368,0.166992,1,1,0.500000,-0.915292,0.198472,8.500000,38.500000,0.035832,0.005354,0.330266,0.060196,0.800400,0.601527,0.500000,0.676583,-0.575663,0,0 
Z:\Malcom\Behavior\Analysis\240531_N2_ola375DCR5281het_Tc15_16_24\240531_N2_Tc15_16_24\240531_N2_Tc15_16_24_w1a_tracks.bin,4,1,1,0,0,0,1,0.840096,0.840096,0.062744,0.000000,0.000000,2,0,0.000000,0.000000,0.970689,17.500000,0.000000,0.005501,0.000000,0.117747,0.000000,0.316411,0.000000,0.666667,0.561979,1.000000,0,0 
Z:\Malcom\Behavior\Analysis\240531_N2_ola375DCR5281het_Tc15_16_24\240531_N2_Tc15_16_24\240531_N2_Tc15_16_24_w1a_tracks.bin,5,2,0,1,1,0,-2,2.356814,0.000000,0.000000,2.356814,1.288757,0,2,1.000000,-1.038391,0.000000,0.000000,24.000000,0.000000,0.039620,0.000000,0.370837,0.000000,0.754343,0.500000,0.524123,-1.000000,0,0 
Z:\Malcom\Behavior\Analysis\240531_N2_ola375DCR5281het_Tc15_16_24\240531_N2_Tc15_16_24\240531_N2_Tc15_16_24_w1a_tracks.bin,6,2,0,2,0,0,-2,10.820902,0.000000,0.000000,10.820902,2.117676,0,1,1.000000,-0.999998,0.000000,0.000000,100.000000,0.000000,0.021178,0.000000,0.195714,0.000000,0.436862,0.555556,0.658628,-1.000000,0,0 
Z:\Malcom\Behavior\Analysis\240531_N2_ola375DCR5281het_Tc15_16_24\240531_N2_Tc15_16_24\240531_N2_Tc15_16_24_w1a_tracks.bin,7,1,1,0,0,0,-2,9.975034,0.000000,0.000000,9.975034,2.345337,0,1,1.000000,-0.998848,0.000000,0.000000,95.500000,0.000000,0.024613,0.000000,0.235645,0.000000,0.190981,0.600000,0.707007,-1.000000,0,0 
Z:\Malcom\Behavior\Analysis\240531_N2_ola375DCR5281het_Tc15_16_24\240531_N2_Tc15_16_24\240531_N2_Tc15_16_24_w1a_tracks.bin,8,2,2,0,0,0,-2,1.394691,1.394982,0.035645,1.394110,0.053711,2,1,0.333333,-0.109232,0.380457,21.000000,31.500000,0.012885,0.002472,0.189652,0.055864,0.544823,0.635643,0.461538,0.737036,0.000313,0,0 
Z:\Malcom\Behavior\Analysis\240531_N2_ola375DCR5281het_Tc15_16_24\240531_N2_Tc15_16_24\240531_N2_Tc15_16_24_w1a_tracks.bin,9,163,99,27,35,2,-166,38.029869,42.963890,12.457768,34.206001,13.224924,31,40,0.563380,-21.325531,12.974768,40.564516,34.062500,0.945416,0.914820,0.877827,0.886460,0.487944,0.456215,0.523810,0.393315,0.113488,-1,1 
Z:\Malcom\Behavior\Analysis\240531_N2_ola375DCR5281het_Tc15_16_24\240531_N2_Tc15_16_24\240531_N2_Tc15_16_24_w1a_tracks.bin,10,109,63,10,34,2,-334,30.991528,25.389093,7.970184,34.192921,17.209549,16,28,0.636364,-17.624294,10.033356,22.562500,32.571429,0.941279,1.022293,0.848620,0.913640,0.463197,0.532024,0.523438,0.412650,-0.147760,-2,2 
