3807,1208,3973,1344,484,1605,1265,1485,1552,545
3059,792,1570,1776,1215,2055,1981,1286,1304,248
0.55447130789397,0.604,0.716759877322749,0.430769230769231,0.284873454973514,0.438524590163934,0.389710412815773,0.535907614579574,0.543417366946779,0.687263556116015
