Expt,Track,# Sharp Turns,Omega Turns,Blip Turns,Reversals,Second Reversals,Distance Traveled,Average Run Length,Positive Average Run Length,Positive Average X Displacement,Negative Average Run Length,Negative Average X Displacement,Positive Run Count,Negative Run Count,Fraction Neg Runs,Negative Bias Count,Positive Bias Count,posTimeAvg,negTimeAvg,posVelocityAvg,negVelocityAvg,posCurveIndexAvg,negCurveIndexAvg,posWVIAvg,negWVIAvg,StartCountBias,StartLengthBias,TTXI,TTXV,absTTXV
Z:\Malcom\Behavior\Analysis\240509_N2_ola375DCR5281het_Tc15_16_24\240509_N2_Tc15_16_24\240509_N2_Tc15_16_24_w1a_tracks.bin,1,4,2,0,1,1,-5,3.398048,0.000000,0.000000,3.398048,0.159790,0,2,1.000000,-0.691966,0.000000,0.000000,34.500000,0.000000,0.019922,0.000000,0.202101,0.000000,0.262824,0.500000,0.637233,-1.000000,0,0 
Z:\Malcom\Behavior\Analysis\240509_N2_ola375DCR5281het_Tc15_16_24\240509_N2_Tc15_16_24\240509_N2_Tc15_16_24_w1a_tracks.bin,2,135,96,12,24,3,-293,19.884476,12.939958,6.583604,23.988054,15.111575,13,22,0.628571,-15.662194,8.953580,15.653846,26.750000,0.685574,0.746112,0.860006,0.870958,0.472335,0.486410,0.540541,0.656023,-0.299179,-1,1 
Z:\Malcom\Behavior\Analysis\240509_N2_ola375DCR5281het_Tc15_16_24\240509_N2_Tc15_16_24\240509_N2_Tc15_16_24_w1a_tracks.bin,3,1,0,0,1,0,0,3.435328,2.649547,0.016968,4.221109,0.245850,1,1,0.500000,-0.021590,0.888953,14.500000,32.000000,0.008733,0.010271,0.047793,0.077864,0.610380,0.934710,0.512821,0.673845,-0.228735,0,0 
Z:\Malcom\Behavior\Analysis\240509_N2_ola375DCR5281het_Tc15_16_24\240509_N2_Tc15_16_24\240509_N2_Tc15_16_24_w1a_tracks.bin,4,132,99,16,16,1,-403,17.657223,5.915243,3.047277,22.775522,10.399904,17,39,0.696429,-24.282576,11.742296,9.735294,30.000000,0.540945,0.670815,0.846410,0.903393,0.475195,0.484635,0.589474,0.639260,-0.587655,-2,2 
Z:\Malcom\Behavior\Analysis\240509_N2_ola375DCR5281het_Tc15_16_24\240509_N2_Tc15_16_24\240509_N2_Tc15_16_24_w1a_tracks.bin,5,5,0,0,3,2,0,3.794476,4.768643,0.139221,3.307393,0.208282,1,2,0.666667,-0.686705,0.102885,29.500000,14.500000,0.053471,0.034072,0.330783,0.158506,0.210518,0.608095,0.591837,0.637305,0.180937,0,0 
Z:\Malcom\Behavior\Analysis\240509_N2_ola375DCR5281het_Tc15_16_24\240509_N2_Tc15_16_24\240509_N2_Tc15_16_24_w1a_tracks.bin,6,132,69,26,30,7,-359,19.082829,18.768991,11.045634,19.135136,12.019426,6,36,0.857143,-27.975027,3.765288,23.083333,24.458333,0.692802,0.712355,0.871897,0.924851,0.546441,0.510218,0.664286,0.601321,-0.009660,-2,2 
Z:\Malcom\Behavior\Analysis\240509_N2_ola375DCR5281het_Tc15_16_24\240509_N2_Tc15_16_24\240509_N2_Tc15_16_24_w1a_tracks.bin,7,181,116,13,43,9,-361,27.396887,27.649248,7.632531,27.247765,13.288594,26,44,0.628571,-24.783047,13.003914,29.865385,29.181818,0.745639,0.771392,0.882954,0.886665,0.482982,0.530169,0.623810,0.541395,0.007313,-2,2 
Z:\Malcom\Behavior\Analysis\240509_N2_ola375DCR5281het_Tc15_16_24\240509_N2_Tc15_16_24\240509_N2_Tc15_16_24_w1a_tracks.bin,8,223,152,24,44,3,-328,22.957733,26.893167,9.307447,20.811132,11.513297,24,44,0.647059,-28.813467,10.963202,29.562500,24.068182,0.779888,0.773692,0.915463,0.913165,0.520255,0.470884,0.636691,0.541433,0.127494,-2,2 
Z:\Malcom\Behavior\Analysis\240509_N2_ola375DCR5281het_Tc15_16_24\240509_N2_Tc15_16_24\240509_N2_Tc15_16_24_w1a_tracks.bin,9,141,87,16,36,2,-238,26.644323,30.397043,9.376460,25.165983,11.172889,13,33,0.717391,-22.508108,6.729682,36.346154,30.121212,0.689173,0.692911,0.887061,0.893599,0.537270,0.513152,0.638889,0.497276,0.094146,-1,1 
Z:\Malcom\Behavior\Analysis\240509_N2_ola375DCR5281het_Tc15_16_24\240509_N2_Tc15_16_24\240509_N2_Tc15_16_24_w1a_tracks.bin,10,149,111,13,22,3,-300,25.475090,22.902460,9.869143,27.515455,17.459018,23,29,0.557692,-21.380449,13.523302,22.608696,29.620690,0.828012,0.844795,0.899437,0.932978,0.549836,0.519511,0.625000,0.499665,-0.091495,-1,1 
Z:\Malcom\Behavior\Analysis\240509_N2_ola375DCR5281het_Tc15_16_24\240509_N2_Tc15_16_24\240509_N2_Tc15_16_24_w1a_tracks.bin,11,192,121,26,40,5,-220,23.238569,23.531939,7.913267,23.018541,11.559435,27,36,0.571429,-24.808327,13.560099,24.777778,28.402778,0.811624,0.657417,0.922496,0.852503,0.468994,0.511573,0.612756,0.501982,0.011029,-1,1 
Z:\Malcom\Behavior\Analysis\240509_N2_ola375DCR5281het_Tc15_16_24\240509_N2_Tc15_16_24\240509_N2_Tc15_16_24_w1a_tracks.bin,12,1,1,0,0,0,0,16.307394,16.307394,3.981201,0.000000,0.000000,1,0,0.000000,0.000000,0.788514,173.000000,0.000000,0.028866,0.000000,0.306234,0.000000,0.705368,0.000000,0.611364,0.502393,1.000000,0,0 
