509,1078,541,2247,3109,1498,1244,1704,4214,1770,222,786,292
251,486,4669,364,1027,241,44,366,428,133,5,5,136
0.669736842105263,0.68925831202046,0.10383877159309,0.86058981233244,0.751692456479691,0.861414606095457,0.96583850931677,0.823188405797101,0.907798362774666,0.93011035207567,0.977973568281938,0.993678887484197,0.682242990654206
