1213.32080078125,1222.22314453125,1662.99291992188,1298.48071289062,1074.18054199219,1278.92041015625,1470.38928222656,1652.3388671875,1222.84545898438,1203.27612304688,1232.98034667969,1280.83911132812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1213.12927246094,1222.21459960938,1663.10546875,1298.51123046875,1074.20727539062,1278.83740234375,1470.57238769531,1652.2841796875,1224.38293457031,1202.74243164062,1232.84741210938,1280.91809082031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1212.90197753906,1222.29772949219,1663.04028320312,1298.41369628906,1074.17358398438,1278.75964355469,1470.27673339844,1652.2041015625,1224.93640136719,1202.24243164062,1232.44128417969,1280.90930175781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1213.05358886719,1222.28479003906,1663.103515625,1298.41235351562,1074.19189453125,1279,1470.26904296875,1652.24291992188,1225.37158203125,1199.96362304688,1232.09594726562,1281.04040527344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1213.04504394531,1222.24389648438,1662.99047851562,1298.48388671875,1074.19995117188,1278.81311035156,1470.32788085938,1652.38098144531,1226.92431640625,1199.90673828125,1231.27160644531,1281.04931640625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1213.10095214844,1222.18212890625,1663.07641601562,1298.47827148438,1074.21875,1278.76611328125,1470.33325195312,1652.50561523438,1228.02062988281,1199.35070800781,1230.50366210938,1280.91918945312,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1212.86572265625,1222.22021484375,1663,1298.50231933594,1074.20471191406,1278.75122070312,1470.35864257812,1652.45788574219,1228.46643066406,1199.38134765625,1230.26147460938,1280.87048339844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1213.07629394531,1222.17553710938,1663.12329101562,1298.44653320312,1074.18872070312,1278.92077636719,1470.64501953125,1652.37890625,1228.85986328125,1199.37121582031,1230.04223632812,1280.82238769531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1213.13208007812,1222.26538085938,1663.07275390625,1298.34497070312,1074.19616699219,1278.8095703125,1470.31665039062,1652.39526367188,1228.7705078125,1199.29223632812,1229.73376464844,1280.72119140625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1213.025390625,1222.25170898438,1663.115234375,1298.46520996094,1074.20568847656,1278.84411621094,1470.44262695312,1652.50537109375,1228.69836425781,1198.6181640625,1229.46838378906,1280.66296386719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
