Expt,Track,# Sharp Turns,Omega Turns,Blip Turns,Reversals,Second Reversals,Distance Traveled,Average Run Length,Positive Average Run Length,Positive Average X Displacement,Negative Average Run Length,Negative Average X Displacement,Positive Run Count,Negative Run Count,Fraction Neg Runs,Negative Bias Count,Positive Bias Count,posTimeAvg,negTimeAvg,posVelocityAvg,negVelocityAvg,posCurveIndexAvg,negCurveIndexAvg,posWVIAvg,negWVIAvg,StartCountBias,StartLengthBias,TTXI,TTXV,absTTXV
Z:\Malcom\Behavior\Analysis\240508_N2_ola375DCR5281het_Tc15_16_24\240508_ola375_Tc15_16_24\240508_ola375_Tc15_16_24_w1a_tracks.bin,1,57,51,1,5,0,-113,16.235048,3.693481,2.192261,16.862125,3.844293,1,20,0.952381,-8.798366,0.624605,7.500000,21.175000,0.479182,0.639666,0.973028,0.920145,0.484593,0.531639,0.761905,0.415692,-0.640635,-1,1 
Z:\Malcom\Behavior\Analysis\240508_N2_ola375DCR5281het_Tc15_16_24\240508_ola375_Tc15_16_24\240508_ola375_Tc15_16_24_w1a_tracks.bin,2,145,107,15,22,1,-133,27.257576,37.524742,2.143343,21.346174,3.804155,19,33,0.634615,-10.929719,2.232959,38.315789,21.818182,0.971718,0.837049,0.958609,0.927892,0.474656,0.490847,0.712329,0.390730,0.274814,-1,1 
Z:\Malcom\Behavior\Analysis\240508_N2_ola375DCR5281het_Tc15_16_24\240508_ola375_Tc15_16_24\240508_ola375_Tc15_16_24_w1a_tracks.bin,3,3,0,1,1,1,1,16.149521,0.000000,0.000000,16.149521,1.076050,0,1,1.000000,-0.967359,0.000000,0.000000,50.500000,0.000000,0.023070,0.000000,0.072140,0.000000,0.313510,0.716216,0.389733,-1.000000,0,0 
Z:\Malcom\Behavior\Analysis\240508_N2_ola375DCR5281het_Tc15_16_24\240508_ola375_Tc15_16_24\240508_ola375_Tc15_16_24_w1a_tracks.bin,4,3,1,1,1,0,3,2.191675,2.191675,2.077881,0.000000,0.000000,2,0,0.000000,0.000000,1.967691,5.750000,0.000000,0.362301,0.000000,0.958259,0.000000,0.719012,0.000000,0.697368,0.410017,1.000000,0,0 
Z:\Malcom\Behavior\Analysis\240508_N2_ola375DCR5281het_Tc15_16_24\240508_ola375_Tc15_16_24\240508_ola375_Tc15_16_24_w1a_tracks.bin,5,110,77,17,13,3,-156,42.940907,29.216049,4.662240,48.278351,7.073249,14,36,0.720000,-13.182216,3.973811,26.035714,42.611111,1.064758,0.958419,0.936674,0.865525,0.490719,0.501134,0.666667,0.356403,-0.245983,-1,1 
Z:\Malcom\Behavior\Analysis\240508_N2_ola375DCR5281het_Tc15_16_24\240508_ola375_Tc15_16_24\240508_ola375_Tc15_16_24_w1a_tracks.bin,6,7,2,1,4,0,2,6.534487,1.380108,-0.076904,11.688867,2.828979,1,1,0.500000,-0.920463,0.444029,15.000000,56.000000,0.010907,0.054455,0.118549,0.260889,0.275242,0.367175,0.671875,0.352464,-0.788796,0,0 
Z:\Malcom\Behavior\Analysis\240508_N2_ola375DCR5281het_Tc15_16_24\240508_ola375_Tc15_16_24\240508_ola375_Tc15_16_24_w1a_tracks.bin,7,122,65,37,16,4,-130,25.651922,37.804871,2.885657,19.723656,4.324901,20,41,0.672131,-14.327587,2.870951,38.875000,23.268293,0.871733,0.750785,0.949514,0.927005,0.528577,0.502767,0.687831,0.378402,0.314300,-1,1 
Z:\Malcom\Behavior\Analysis\240508_N2_ola375DCR5281het_Tc15_16_24\240508_ola375_Tc15_16_24\240508_ola375_Tc15_16_24_w1a_tracks.bin,8,2,1,1,0,0,-43,99.654823,43.856415,4.829468,127.554024,23.171265,1,2,0.666667,-0.395745,0.118478,39.000000,109.250000,1.105260,1.070354,0.982870,0.934770,0.331722,0.394297,0.692708,0.394469,-0.488288,0,0 
Z:\Malcom\Behavior\Analysis\240508_N2_ola375DCR5281het_Tc15_16_24\240508_ola375_Tc15_16_24\240508_ola375_Tc15_16_24_w1a_tracks.bin,9,111,76,12,20,3,-192,8.305430,7.532141,2.248718,8.894604,5.569103,16,21,0.567568,-14.416699,8.272311,15.468750,15.928571,0.402264,0.451495,0.755834,0.763465,0.496089,0.477497,0.685590,0.410165,-0.082942,-1,1 
Z:\Malcom\Behavior\Analysis\240508_N2_ola375DCR5281het_Tc15_16_24\240508_ola375_Tc15_16_24\240508_ola375_Tc15_16_24_w1a_tracks.bin,10,39,30,3,6,0,-81,79.635933,96.832726,4.405802,72.757217,7.598079,6,15,0.714286,-4.302583,1.955408,77.083333,63.700000,0.931935,0.901001,0.896367,0.929909,0.425927,0.513510,0.692000,0.414139,0.141963,0,0 
