1266.31164550781,876.890930175781,1312.28198242188,1287.52258300781,1247.8818359375,1312.26330566406,1271.79565429688,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1266.31677246094,876.919006347656,1312.484375,1287.42907714844,1247.66918945312,1312.7861328125,1272.13317871094,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1266.349609375,876.891418457031,1312.3603515625,1286.91149902344,1247.65966796875,1312.73266601562,1271.95373535156,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1266.59753417969,876.892517089844,1312.28540039062,1286.52978515625,1247.32409667969,1312.98999023438,1271.96215820312,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1266.47729492188,876.853576660156,1311.95947265625,1286.1953125,1247.39916992188,1312.98315429688,1271.57897949219,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1266.36584472656,876.922119140625,1311.83654785156,1286.50915527344,1247.07934570312,1313.70556640625,1271.35595703125,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1266.42224121094,876.966369628906,1311.55126953125,1286.86010742188,1246.64575195312,1314.36193847656,1270.76477050781,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1266.39331054688,876.941162109375,1311.2880859375,1287.05285644531,1246.30102539062,1314.86730957031,1270.34594726562,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1265.72033691406,876.958923339844,1310.78588867188,1287.09167480469,1245.93383789062,1315.30126953125,1270.20422363281,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1265.74194335938,877.008850097656,1310.07885742188,1287.17041015625,1245.54296875,1315.35083007812,1270.1005859375,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1265.68676757812,876.980712890625,1309.78295898438,1287.22619628906,1245.24645996094,1315.87878417969,1270.02575683594,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1265.60754394531,876.896667480469,1309.10278320312,1287.19812011719,1245.1728515625,1316.26599121094,1269.94091796875,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1265.58471679688,876.975219726562,1309.43286132812,1287.17236328125,1245.109375,1315.22314453125,1269.66943359375,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1265.50561523438,876.996948242188,1309.40686035156,1287.11962890625,1245.076171875,1314.47265625,1269.56896972656,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1265.81616210938,876.966125488281,1309.20886230469,1287.02600097656,1245.02307128906,1313.92651367188,1269.34326171875,NaN,NaN,NaN,NaN,NaN,NaN,NaN
