5165,3988,5514,808,4171,1938,4483,5515,998,1169,1671,883
2019,1250,1553,331,1797,500,1521,1160,4202,322,41,241
0.718958797327394,0.761359297441772,0.780246214801189,0.709394205443371,0.698894101876676,0.794913863822806,0.746668887408394,0.826217228464419,0.191923076923077,0.784037558685446,0.976051401869159,0.7855871886121
