Expt,Track,# Sharp Turns,Omega Turns,Blip Turns,Reversals,Second Reversals,Distance Traveled,Average Run Length,Positive Average Run Length,Positive Average X Displacement,Negative Average Run Length,Negative Average X Displacement,Positive Run Count,Negative Run Count,Fraction Neg Runs,Negative Bias Count,Positive Bias Count,posTimeAvg,negTimeAvg,posVelocityAvg,negVelocityAvg,posCurveIndexAvg,negCurveIndexAvg,posWVIAvg,negWVIAvg,StartCountBias,StartLengthBias,TTXI,TTXV,absTTXV
Z:\Malcom\Behavior\Analysis\240331_N2_ola375_Tc15\240331_ola375_Tc15_rep1_16_24\240331_ola375_Tc15_rep1_16_24_w1a_tracks.bin,1,123,74,18,23,8,-375,27.817097,11.237808,1.308309,33.343525,14.778485,9,27,0.750000,-15.929653,2.427837,12.166667,29.851852,0.716829,1.050845,0.874252,0.943627,0.516797,0.548465,0.638889,0.308078,-0.495851,-2,2 
Z:\Malcom\Behavior\Analysis\240331_N2_ola375_Tc15\240331_ola375_Tc15_rep1_16_24\240331_ola375_Tc15_rep1_16_24_w1a_tracks.bin,2,97,48,22,20,7,-74,15.730305,17.078773,3.953269,14.589293,5.733417,11,13,0.541667,-6.163631,4.607120,20.863636,15.384615,0.691584,0.861548,0.918500,0.925648,0.494048,0.587599,0.566667,0.356588,0.078612,0,0 
Z:\Malcom\Behavior\Analysis\240331_N2_ola375_Tc15\240331_ola375_Tc15_rep1_16_24\240331_ola375_Tc15_rep1_16_24_w1a_tracks.bin,3,166,82,28,47,9,-105,38.898693,37.317265,11.852004,39.967228,11.106272,25,37,0.596774,-18.567875,12.059429,34.960000,39.378378,0.849960,0.823146,0.943036,0.900620,0.445923,0.522229,0.565574,0.409169,-0.034288,-1,1 
Z:\Malcom\Behavior\Analysis\240331_N2_ola375_Tc15\240331_ola375_Tc15_rep1_16_24\240331_ola375_Tc15_rep1_16_24_w1a_tracks.bin,4,88,62,11,15,0,-22,21.368195,22.071669,5.858914,20.946110,6.430819,9,15,0.625000,-6.566066,5.016177,22.944444,22.900000,0.676999,0.831376,0.830233,0.882760,0.505822,0.535542,0.547945,0.408970,0.026165,0,0 
Z:\Malcom\Behavior\Analysis\240331_N2_ola375_Tc15\240331_ola375_Tc15_rep1_16_24\240331_ola375_Tc15_rep1_16_24_w1a_tracks.bin,5,229,106,59,43,21,-42,24.359135,19.093493,6.832124,28.997915,7.245957,37,42,0.531646,-15.973993,23.479797,23.135135,30.988095,0.659043,0.776922,0.889024,0.919291,0.493122,0.476056,0.542222,0.486521,-0.205950,0,0 
Z:\Malcom\Behavior\Analysis\240331_N2_ola375_Tc15\240331_ola375_Tc15_rep1_16_24\240331_ola375_Tc15_rep1_16_24_w1a_tracks.bin,6,168,92,41,27,8,-332,31.894987,32.001057,3.520109,31.847002,8.705171,19,42,0.688525,-18.272692,8.222613,34.184211,33.154762,0.660440,0.822331,0.860857,0.952194,0.543734,0.492429,0.576923,0.515762,0.002413,-2,2 
Z:\Malcom\Behavior\Analysis\240331_N2_ola375_Tc15\240331_ola375_Tc15_rep1_16_24\240331_ola375_Tc15_rep1_16_24_w1a_tracks.bin,7,83,61,5,14,3,-149,55.323364,33.647343,21.303045,66.677467,16.996210,11,21,0.656250,-10.090439,6.478322,42.136364,73.095238,0.694274,0.611250,0.878094,0.781763,0.493819,0.498831,0.562893,0.503151,-0.329232,-1,1 
Z:\Malcom\Behavior\Analysis\240331_N2_ola375_Tc15\240331_ola375_Tc15_rep1_16_24\240331_ola375_Tc15_rep1_16_24_w1a_tracks.bin,8,1,1,0,0,0,0,3.200444,3.200444,0.020020,0.000000,0.000000,1,0,0.000000,0.000000,0.440054,78.500000,0.000000,0.000277,0.000000,0.006786,0.000000,0.501826,0.000000,0.561129,0.504758,1.000000,0,0 
Z:\Malcom\Behavior\Analysis\240331_N2_ola375_Tc15\240331_ola375_Tc15_rep1_16_24\240331_ola375_Tc15_rep1_16_24_w1a_tracks.bin,9,14,11,0,2,1,-6,14.747413,6.927799,6.248169,18.657219,12.117798,1,2,0.666667,-1.452015,0.921289,6.000000,13.250000,1.130447,1.489614,0.979053,0.999288,0.548394,0.482677,0.562112,0.505011,-0.458449,0,0 
Z:\Malcom\Behavior\Analysis\240331_N2_ola375_Tc15\240331_ola375_Tc15_rep1_16_24\240331_ola375_Tc15_rep1_16_24_w1a_tracks.bin,10,218,107,31,59,21,-16,30.813509,26.820032,7.973480,33.309433,6.001873,20,32,0.615385,-14.751187,10.990165,25.750000,33.906250,0.804022,0.799637,0.882242,0.829755,0.552290,0.493790,0.550802,0.515474,-0.107924,0,0 
