346.194,448.781
346.389,442.281
342.75,431.25
344.028,424.156
321.222,421.125
332.806,419.125
325.861,417.906
328.861,402.531
332.222,412.469
337.028,412.062
335.139,408.281
330.944,407.406
342.222,412.875
1316.194,702.844
1930.528,815.5
1822.806,815.5
