388.58,350.775,282.03,287.48
379.94,342.95,284.576,296.2
365.82,331.35,284.136,293
350.76,327.3,281.576,284.12
334.56,308.575,269.364,278.66
325.7,311.55,269.576,274.62
319.64,300.05,262.47,274.78
312.42,302.05,260.333,271.4
300.62,293.425,260.697,263.56
291.94,294.675,255.136,261.92
292.02,284.325,251.727,256.08
281.92,279.125,251.864,252.18
278.7,278.875,246.773,254.1
272.98,272.65,242.576,249.2
271.12,274.15,247.015,251.08
261.62,268.9,240.712,244.36
262.72,269.6,241.242,245.54
262.58,266.425,239.939,246.14
259.6,257.1,238.924,245
252.82,257.975,239.091,244.38
256.5,259,240.333,244.16
249.46,250.85,235.409,241.8
248.98,258.125,232.106,241.38
246.88,252.725,229.879,234.08
240.98,249.525,228.591,234.5
243.38,248.125,233.227,231.58
246.8,245.9,234.53,235.08
238.32,244.75,223.333,229.66
243.9,245.65,229.121,229.7
244.98,240.025,226.773,230.84
237.38,241.2,225.788,228.48
241.6,243.575,233.636,244.58
233.54,239.525,233.848,240.56
238.08,242.175,234.53,246.24
232.18,243.1,236.288,243.42
236.5,240.9,236.364,244.02
236.18,245.325,237.424,238.88
243.42,245.075,231.182,235.58
242.52,236.6,232.621,240.04
240.18,243.575,235.061,239.42
238.18,235.95,232.045,238.18
238.7,238.6,232.258,230.82
233.98,239.3,232.515,235.96
240.5,233.8,231.591,233.66
238.84,234.975,226.697,230.34
237.38,241.825,226.47,232.32
241.26,246.675,221.606,231.9
234.7,237.25,224.788,224.5
235.84,243.375,223.455,226.92
234.9,236.3,482.712,763.28
239.8,240.775,708.227,801.86
235.08,237.85,648.833,742.74
236.2,236.275,599.409,686.32
238.78,244.475,570,644.8
241.32,244.5,569.894,631.36
243.56,240.225,654.985,616.32
235.86,244.45,614.758,585.54
235.06,235.85,579.697,542.82
238.64,243.275,539.379,507.04
238.3,239.375,519.485,493.26
231.3,236.75,485.394,462.64
231.72,234.075,456.682,437.2
233.02,238.6,438.288,423.56
231.12,238.925,416.652,401.24
235.42,233.1,394.136,384.5
232.58,233.575,380.53,374.18
232.18,236.15,360.5,350.48
232.36,239.85,354.864,341.02
232.32,238.325,338.379,334.32
235.32,237.9,327.773,314.84
228.8,239.9,317.833,309.98
228.1,239.925,320.121,313.02
230.34,234.45,312.273,305.94
235.24,235.55,302.667,298.72
231.2,240.3,296.227,291.78
237.5,240.375,285.136,284.8
235.02,239,282.727,273.52
230.18,237.325,274.97,274.44
232.62,237.225,265.773,267
231.3,240.5,261.667,263.92
235.16,241.825,259.576,263.72
237.36,241,256.939,259.72
233.66,237.375,252.727,254.7
237.56,242.375,248.818,248.06
233.8,237.575,245.53,252.74
233.58,242.6,244.212,241.58
238.66,241.075,239.606,229.94
232.2,242.425,236.818,236.9
232.78,243.825,229.288,234.42
231.72,243.125,231.288,232.66
234.36,244.65,228.561,226.8
237.78,241.9,225.561,227.62
231.72,243.625,224.242,228.36
234.88,245.525,223.318,227.62
239.84,243.425,223.121,222.06
233.12,243.575,221.97,220.54
238.6,242.95,220.167,225.46
233.9,246.075,218.727,221.88
230.54,247.925,217.667,218.24
236.54,244.95,217.47,228.8
239.22,244.225,219.515,222.86
231,237.075,212.273,220.14
235.8,241.3,215.712,220.2
242.72,245.725,213.727,221.64
235.88,246.75,211,219
235.06,248.7,215.636,217.44
241.64,250.55,210.621,222.4
235.06,244.075,217.439,225.34
237.88,248.9,216.833,221.5
239.52,247.375,214.606,216.48
238.24,248.9,215.803,221
234.08,245.925,212.348,222.24
240.96,245.475,216.258,219.36
235.34,247.95,212.485,216.44
234.62,250.125,215.53,217.58
236.42,242.925,212.273,220.04
233.32,241.85,215.348,220.92
236.04,246.7,213.303,220.64
235,248.925,213.788,218.3
237.6,239.325,212.652,212.78
237.52,246.175,214.121,219
239.52,245.65,210.167,214.94
237.9,247.6,210.227,214.92
238.86,245.75,212.061,215.32
237.8,246.45,215.182,213
239.32,252.95,213.136,214.78
1051.44,1340.5,212.561,214.76
1035.58,1309.725,213.561,211.88
976.04,1201.4,210.015,215.6
911.04,1098.275,212.53,213.06
853.96,1015.5,210.515,213.1
777.08,967.125,209.288,215.4
728.64,882.225,210.697,214.48
682.12,812.8,210.5,212.22
614.08,767.375,213.348,212.42
661.7,759.525,485.015,525.2
1080.22,1326.5,867.5,839.7
1202.6,1571.275,866,824.22
1173.2,1562.225,851.515,819.54
1151.46,1560.55,822.258,794.66
1140.56,1533.5,797.742,772.4
1109.58,1435.35,766.212,750.34
1072.6,1391.5,741.076,731.82
1029.66,1339.525,703.288,714
996.78,1257,676.909,684.04
978.8,1199.325,653.545,664.58
951.9,1136.55,630.818,637.88
919.92,1062,605.667,618.82
886.84,1012.6,582.197,598.22
889.92,941.675,565.727,576.04
843.2,918.775,551.985,566
801.56,866.25,528.909,541.8
778.86,824.625,509.545,524.36
741.62,790.975,497.227,513.16
715.44,755.025,468.97,490.74
676.24,718,467.515,480.6
642.16,709.95,448.894,471.96
605.84,694.075,433.076,458.1
583.14,661.55,431.439,447.76
570.22,633.55,415.924,431.6
557.84,607.025,401.97,425.26
529.92,578.5,390.152,408.26
505.9,572.4,383.621,398.4
482.98,544.4,370.697,386.28
473.64,530.65,360.045,378.62
464.42,518.35,353.712,358.98
463.38,496.775,348.288,357.74
453.32,475.7,336.409,352.48
443.34,456.8,332.47,349.6
427.18,444.975,322.121,344.34
412.6,431.575,323.621,332.74
404.02,420.1,310.409,329.76
375.38,409.875,301.409,319.4
374.88,397.775,301.955,315.64
360.64,389.725,292.803,310.58
347.96,383.675,284.818,305.42
339.78,368.65,284.03,301.44
341.72,363.575,280.106,296.36
335.66,357.825,273.106,292.82
342.22,356.05,271.758,288.96
333.12,349.25,270.727,291
335.7,338.5,276,291.06
329.4,331.875,270.879,291.24
322.02,329.825,271.545,290.64
320.28,318.75,275,291.18
325.7,311.725,270.97,289.36
317.94,307.7,270.758,277.26
307.02,301.15,264.182,281.06
305.5,299.975,263.439,281.98
306.68,298.3,263.045,275.04
296.7,292.875,260.152,269.06
295.52,293.025,255.106,268.66
291.98,286.725,251.152,262.58
287.94,281.325,254.561,261.22
288.88,275.075,248.833,267.26
281.32,276.425,247.667,263.66
278.04,274.9,246.924,259.96
273.74,273.025,249.409,262.86
270.28,274.5,245.864,260.16
267.68,268.025,249.53,257.92
272.16,273.125,243,255.48
267.8,267.075,241.409,258
267.66,267.35,242.758,253.14
258.14,270.4,240.333,248.7
256.92,266.425,238.439,251.44
258.86,267.125,237.015,250.02
256.1,268.1,240.909,247.16
254.26,268.05,238.258,249.46
256.94,264.025,240.03,248.44
256.08,262.675,238.333,252.56
260,271.65,232.303,245.26
259.66,269.875,232.879,245.36
265.76,270.85,237.227,245.68
258.1,272.4,240.061,245.54
260.22,259.75,239.152,244.78
262.6,267.275,238.818,241.54
260.58,266.175,235.227,239.74
255.18,261.975,234.742,243.72
258.92,265.7,237.848,236.18
259.5,265.3,233.606,244.02
259.5,259.825,237.561,239.24
253.88,262.3,231.758,245.08
258.7,256.725,232.273,236.96
263.12,261.225,228.515,238.74
262.2,258.3,231.561,241.88
253.6,260.325,230.742,239.58
253.94,258.075,236.773,239.84
257.56,250.85,227.909,234.38
250.7,255.9,229.197,239.46
255.44,254.175,229.864,236.34
251.82,255.2,230.061,236.72
258.3,257.425,227.424,233.36
253.74,254.325,227.273,235.38
256.1,259.55,231.97,234.7
254.96,253.65,228.03,234.1
253.78,253.625,227.712,238.78
254.4,253.7,222.636,235.48
253.2,251.15,225.242,237
248.72,255.45,225.848,231.5
258.72,252.2,226.818,231.82
253.3,247.65,229.061,236.18
252.52,249.8,223.53,230.38
251.54,255.3,226.258,231.98
250.3,253.025,226.485,237.44
251.44,248.775,224.303,237.88
245.78,242.725,226.167,233.98
249.04,246.575,224.803,231.9
252.56,246.35,224.894,231.44
254.1,250.4,223.545,230.36
252.92,255.925,224.455,227.7
249,250.8,223.682,232.74
253,250.875,218.485,230.58
254.06,255.4,219.091,229.8
253.12,255.85,221.985,231.16
251.44,251.425,224.545,227.26
251.2,255.3,221.53,227.72
247.62,260.925,221.53,231.6
249.88,251.05,222.409,230.64
247.16,255.4,222.939,233.08
255.22,255.7,219.909,228.76
254.36,256.65,222.561,235.2
247.44,263.6,219.909,229.88
254.76,257,221.788,226.96
252.24,261.225,221.182,228.26
253.62,261.675,223.348,231.1
250,263.15,220.212,229.56
246.66,262.1,221.439,231.18
248.94,254.375,218.955,230.8
247.44,253.6,217.939,226.88
249.4,253.475,224.061,226.06
249.66,252.85,218.773,226.86
247.94,254.625,221.864,225.54
251.86,252.725,220.939,228.08
247.72,253,220.742,230.06
246.86,257.425,224.758,227.36
249.46,255.55,223.106,231.34
245.88,252.975,220.045,224.94
251.76,262.925,222.894,227.82
248.54,261.05,222.879,222.2
252.1,259.925,220.879,225.32
249.86,257.35,224.803,224.1
247.24,264.725,222.03,226.56
246.08,259,221.288,223.88
249.3,264.05,220.682,229.28
244.78,263.575,218.652,222.5
247.36,254.125,223.621,229.46
245.74,252.35,219.515,227.48
247.3,255.4,220.818,228.62
248.78,252.125,226.621,228.52
242.4,257.65,225.485,231.72
251.34,261.925,222.015,227.16
246.68,267.95,224.758,231.28
247.4,256.9,224.424,230.98
248.74,260.375,220.894,233.62
248.86,256.55,220.348,228.4
242.74,262.825,224.182,230.82
242.4,253.425,224.273,230.92
244.94,250.175,222.576,222
250.34,257.075,225.364,225.24
241.62,253.875,222.167,227.24
240.52,252.475,220.258,227.74
240.46,252.675,223.894,225.72
245.78,257.775,218.515,225.34
247.56,253.375,218.288,230.26
249.74,248.45,218.879,219.42
243.32,246.1,218.621,225.3
237.98,253.85,220.212,225.68
241.46,250.3,218.212,223.02
247.14,245.15,219.621,227.4
246.74,248.1,221.879,228.72
242.08,247.3,223.712,230.1
243.4,250.6,223.924,231.2
239.66,246.35,224.727,235.94
247.96,249.225,222.621,231.1
242.36,245.775,225.409,231.4
244.02,249.475,222.333,230.46
241.3,251.925,221.924,233.64
242.56,254.4,221.97,231.6
242.72,246.925,219.742,231.42
241.62,248.925,225.682,230.1
234.9,249.975,227.152,228.96
238.2,251.275,219.439,234.66
236.94,246.25,224.727,230.96
239.62,245.225,221.333,230.32
239.08,250.025,219.303,229.82
243.8,245.15,223.121,227.44
240.44,250.375,221.348,231.06
241.08,245.875,224.364,230.5
246.06,243.375,218.136,230.2
239.44,250.825,219.879,232.08
242.3,246.225,221.152,233.08
240.3,251.775,222.333,231.06
240.42,248.175,225.561,231.74
238.8,251.8,226.197,234.78
242.82,246.275,225.394,231.98
242.12,245.325,226.924,235.86
241.66,247.45,228.833,232.56
238.54,246.325,224.455,232.54
241.56,245.6,228.576,233.48
244.2,249.35,223.5,236.44
246.46,251.55,224.03,234.62
245.56,247.75,220.439,228.52
240.88,250.25,223.439,234.08
242.02,250.825,228.439,233.34
246.92,251.55,218.53,229.94
246.56,242.675,226.424,231.88
240.08,246.5,227.939,233.7
242.6,241.675,225.697,239.06
241.48,248.375,223.818,234.04
246.68,243.675,222.848,235.68
240.38,241.75,219.182,232
246.26,243.6,224.394,230.3
241.24,244.35,227.303,233.14
245.42,241.6,225.152,230.72
244.64,246.2,225.273,234.7
247,245.725,227.242,235.5
244.58,244.45,225.909,231.54
246.56,249.225,225.424,232.48
245.24,246.8,221.303,232.58
243.54,247.175,225.424,228.4
244.92,247.875,227.015,232.58
246.22,247.375,226.348,231.34
246.8,248.825,221.591,233.22
246.68,247.575,224.712,228.22
239.02,247.7,222.197,232.42
243.6,249.325,225.833,234.64
242.98,247.3,230.167,234.76
243.98,253.325,230.227,239.2
241.92,253.025,227.894,235.2
244.82,248.475,224.606,234.9
246.88,250.225,224.515,233.96
242,249.2,222.409,229.92
243.66,249.675,222.394,225.2
245.1,246.075,217.864,234.14
247.3,252.775,217.939,226.54
242.84,251.85,223.424,227.18
245.54,256.95,218.909,226.08
247.72,250.475,222.97,233.1
