LABEL,FRAME,Mean ch1
Label,Frame,Mean ch1
,,(counts)
ID7456,36.0,433.0810810810811
ID3955,36.0,739.5135135135135
ID8680,37.0,368.3243243243243
ID5521,37.0,1233.5945945945946
ID9739,37.0,641.3513513513514
ID10545,37.0,382.5135135135135
ID6606,37.0,883.8918918918919
ID3133,37.0,1149.3243243243244
ID7458,37.0,439.43243243243245
ID3959,37.0,724.2162162162163
ID8683,38.0,989.081081081081
ID5524,38.0,1054.972972972973
ID9741,38.0,595.7567567567568
ID10547,38.0,387.4054054054054
ID6609,38.0,845.4864864864865
ID3136,38.0,1649.054054054054
ID7461,38.0,1360.945945945946
ID3962,38.0,1118.5675675675675
ID8686,39.0,724.0540540540541
ID5527,39.0,964.027027027027
ID9743,39.0,575.3243243243244
ID10549,39.0,370.72972972972974
ID6612,39.0,799.5135135135135
ID3138,39.0,1497.5405405405406
ID7463,39.0,1029.4054054054054
ID3965,39.0,1047.2432432432433
ID8689,40.0,501.81081081081084
ID5529,40.0,859.2702702702703
ID9745,40.0,492.05405405405406
ID10551,40.0,370.81081081081084
ID6615,40.0,806.5945945945946
ID3140,40.0,1522.3783783783783
ID7465,40.0,712.6756756756756
ID3970,40.0,851.2972972972973
ID8692,41.0,489.72972972972974
ID5533,41.0,821.7837837837837
ID9747,41.0,532.8378378378378
ID10553,41.0,360.9189189189189
ID6619,41.0,754.3243243243244
ID3142,41.0,1465.4594594594594
ID7467,41.0,629.7837837837837
ID3974,41.0,992.2702702702703
ID8694,42.0,438.05405405405406
ID5536,42.0,768.3513513513514
ID9749,42.0,513.918918918919
ID10555,42.0,346.8378378378378
ID6622,42.0,730.2702702702703
ID3144,42.0,1384.837837837838
ID7469,42.0,541.1621621621622
ID3977,42.0,851.4864864864865
ID8697,43.0,376.4054054054054
ID5538,43.0,725.4864864864865
ID9751,43.0,470.8918918918919
ID10557,43.0,339.2972972972973
ID6624,43.0,657.3783783783783
ID3146,43.0,1300.7837837837837
ID7471,43.0,440.7567567567568
ID3980,43.0,1047.3243243243244
ID8701,44.0,346.5405405405405
ID5541,44.0,662.4594594594595
ID9753,44.0,485.1621621621622
ID10559,44.0,349.02702702702703
ID6627,44.0,660.7297297297297
ID3148,44.0,1134.837837837838
ID7473,44.0,412.4054054054054
ID3983,44.0,886.3513513513514
ID8704,45.0,331.6756756756757
ID5544,45.0,657.081081081081
ID9755,45.0,506.2162162162162
ID10561,45.0,362.6756756756757
ID6629,45.0,674.5405405405405
ID3150,45.0,978.1891891891892
ID7475,45.0,391.8378378378378
ID3986,45.0,729.9459459459459
ID8707,46.0,357.6216216216216
ID5547,46.0,617.5135135135135
ID9757,46.0,565.3243243243244
ID10563,46.0,381.72972972972974
ID6632,46.0,665.2162162162163
ID3153,46.0,1508.027027027027
ID7478,46.0,412.43243243243245
ID3989,46.0,1027.3783783783783
ID8711,47.0,362.18918918918916
ID5549,47.0,2240.108108108108
ID9759,47.0,583.2972972972973
ID10565,47.0,372.94594594594594
ID6634,47.0,1433.3243243243244
ID3155,47.0,1329.1081081081081
ID7481,47.0,417.9189189189189
ID3992,47.0,814.6216216216217
ID8715,48.0,363.94594594594594
ID5552,48.0,1845.945945945946
ID9761,48.0,564.0540540540541
ID10567,48.0,354.7837837837838
ID6637,48.0,1397.1081081081081
ID3157,48.0,1162.0
ID7483,48.0,412.5405405405405
ID3995,48.0,677.8108108108108
ID8721,49.0,924.6216216216217
ID5554,49.0,1389.7837837837837
ID9763,49.0,536.5945945945946
ID10569,49.0,376.8918918918919
ID6641,49.0,1020.0540540540541
ID3159,49.0,1092.5405405405406
ID7486,49.0,1402.837837837838
ID4000,49.0,779.7837837837837
ID8724,50.0,862.7837837837837
ID5557,50.0,1249.4324324324325
ID9765,50.0,570.7027027027027
ID10571,50.0,384.5405405405405
ID6644,50.0,849.2432432432432
ID3162,50.0,1497.1081081081081
ID7488,50.0,1169.1891891891892
ID4003,50.0,970.5675675675676
ID8729,51.0,604.1351351351351
ID5559,51.0,1004.2432432432432
ID9767,51.0,520.8378378378378
ID10573,51.0,378.56756756756755
ID6646,51.0,788.7567567567568
ID3164,51.0,1092.945945945946
ID7490,51.0,813.027027027027
ID4008,51.0,651.5945945945946
ID8732,52.0,557.7027027027027
ID5563,52.0,2048.4324324324325
ID9769,52.0,591.5405405405405
ID10575,52.0,379.86486486486484
ID6650,52.0,1301.4594594594594
ID3166,52.0,1212.1891891891892
ID7492,52.0,700.1351351351351
ID4011,52.0,730.7837837837837
ID8736,53.0,888.2972972972973
ID5565,53.0,1358.972972972973
ID9771,53.0,501.72972972972974
ID10577,53.0,362.7567567567568
ID6652,53.0,1118.7567567567567
ID3168,53.0,1611.3783783783783
ID7494,53.0,968.9459459459459
ID4017,53.0,968.8108108108108
ID8739,54.0,723.1351351351351
ID5568,54.0,1205.8648648648648
ID9773,54.0,501.8378378378378
ID10579,54.0,367.18918918918916
ID6655,54.0,977.7297297297297
ID3170,54.0,1370.7297297297298
ID7496,54.0,762.081081081081
ID4020,54.0,975.3513513513514
ID8741,55.0,630.7297297297297
ID5572,55.0,1066.5675675675675
ID9775,55.0,557.1351351351351
ID10581,55.0,381.6216216216216
ID6658,55.0,849.0540540540541
ID3172,55.0,1207.918918918919
ID7498,55.0,637.5945945945946
ID4023,55.0,789.5135135135135
ID8744,56.0,487.5945945945946
ID5574,56.0,1000.972972972973
ID9777,56.0,505.3783783783784
ID10583,56.0,369.9189189189189
ID6660,56.0,817.6216216216217
ID3174,56.0,912.8108108108108
ID7500,56.0,537.2972972972973
ID4028,56.0,564.8108108108108
ID8747,57.0,437.02702702702703
ID5578,57.0,971.7297297297297
ID9779,57.0,514.3783783783783
ID10585,57.0,358.97297297297297
ID6663,57.0,1020.3513513513514
ID3176,57.0,990.2702702702703
ID7502,57.0,493.8378378378378
ID4031,57.0,585.3783783783783
ID8750,58.0,375.4594594594595
ID5580,58.0,818.7027027027027
ID9781,58.0,473.7567567567568
ID10587,58.0,345.5135135135135
ID6665,58.0,814.3243243243244
ID3178,58.0,808.081081081081
ID7504,58.0,422.3783783783784
ID4036,58.0,493.72972972972974
ID8753,59.0,365.02702702702703
ID5583,59.0,810.7297297297297
ID9783,59.0,510.81081081081084
ID10589,59.0,378.43243243243245
ID6667,59.0,765.3783783783783
ID3180,59.0,761.918918918919
ID7506,59.0,418.6756756756757
ID4040,59.0,398.2162162162162
ID8757,60.0,328.8918918918919
ID5586,60.0,728.8108108108108
ID9785,60.0,519.8918918918919
ID10591,60.0,372.94594594594594
ID6669,60.0,724.6486486486486
ID3182,60.0,728.5945945945946
ID7508,60.0,398.5405405405405
ID4044,60.0,378.8918918918919
ID8763,61.0,977.2972972972973
ID5590,61.0,662.7837837837837
ID9787,61.0,548.1891891891892
ID10593,61.0,359.81081081081084
ID6672,61.0,807.1891891891892
ID3184,61.0,738.9459459459459
ID7511,61.0,1171.2972972972973
ID4048,61.0,383.7837837837838
ID8769,62.0,659.4054054054054
ID5592,62.0,680.7297297297297
ID9789,62.0,521.7567567567568
ID10595,62.0,357.4594594594595
ID6674,62.0,788.027027027027
ID3186,62.0,632.5405405405405
ID7514,62.0,790.4324324324324
ID4052,62.0,332.6756756756757
ID8772,63.0,559.8378378378378
ID5595,63.0,696.8108108108108
ID9791,63.0,534.5135135135135
ID10597,63.0,359.72972972972974
ID6676,63.0,1144.3783783783783
ID3188,63.0,635.4864864864865
ID7518,63.0,656.2702702702703
ID4056,63.0,357.3243243243243
ID8775,64.0,464.7837837837838
ID5598,64.0,657.7567567567568
ID9793,64.0,526.9459459459459
ID10599,64.0,366.1621621621622
ID6678,64.0,976.6486486486486
ID3190,64.0,607.6216216216217
ID7520,64.0,522.5405405405405
ID4060,64.0,315.97297297297297
ID8777,65.0,413.4054054054054
ID5601,65.0,1785.7837837837837
ID9795,65.0,532.0
ID10601,65.0,379.3783783783784
ID6680,65.0,1352.7837837837837
ID3192,65.0,605.0
ID7522,65.0,467.6756756756757
ID4064,65.0,319.6216216216216
ID8779,66.0,368.9189189189189
ID5604,66.0,1447.2162162162163
ID9797,66.0,525.7297297297297
ID10603,66.0,382.72972972972974
ID6684,66.0,1145.1351351351352
ID3194,66.0,602.6216216216217
ID7524,66.0,411.13513513513516
ID4068,66.0,302.9189189189189
ID8782,67.0,358.2432432432432
ID5607,67.0,1347.081081081081
ID9799,67.0,531.8918918918919
ID10605,67.0,361.9189189189189
ID6687,67.0,1019.2432432432432
ID3196,67.0,664.6486486486486
ID7527,67.0,409.7567567567568
ID4072,67.0,358.35135135135135
ID8785,68.0,317.18918918918916
ID5609,68.0,946.4054054054054
ID9801,68.0,496.7837837837838
ID10607,68.0,366.86486486486484
ID6689,68.0,859.027027027027
ID3198,68.0,584.027027027027
ID7529,68.0,384.8378378378378
ID4076,68.0,319.05405405405406
ID8789,69.0,346.72972972972974
ID5613,69.0,854.3513513513514
ID9803,69.0,498.9189189189189
ID10609,69.0,372.6216216216216
ID6692,69.0,832.7567567567568
ID3200,69.0,642.3783783783783
ID7532,69.0,397.9189189189189
ID4080,69.0,335.7837837837838
ID8793,70.0,364.9189189189189
ID5617,70.0,783.1621621621622
ID9805,70.0,517.5405405405405
ID10611,70.0,384.94594594594594
ID6695,70.0,758.2162162162163
ID3202,70.0,625.918918918919
ID7535,70.0,404.43243243243245
ID4083,70.0,347.05405405405406
ID8797,71.0,339.6216216216216
ID5619,71.0,678.2972972972973
ID9808,71.0,422.5135135135135
ID10613,71.0,358.35135135135135
ID6698,71.0,642.081081081081
ID3204,71.0,582.3513513513514
ID7537,71.0,389.4054054054054
ID4086,71.0,336.9189189189189
ID8803,72.0,1029.972972972973
ID5622,72.0,624.1081081081081
ID9812,72.0,452.64864864864865
ID10615,72.0,354.4864864864865
ID6700,72.0,701.3513513513514
ID3206,72.0,1881.4324324324325
ID7540,72.0,1493.5135135135135
ID4089,72.0,1233.2162162162163
ID8806,73.0,681.027027027027
ID5624,73.0,604.4054054054054
ID9814,73.0,449.2432432432432
ID10617,73.0,355.3783783783784
ID6702,73.0,632.7027027027027
ID3208,73.0,1305.027027027027
ID7543,73.0,962.9459459459459
ID4094,73.0,723.2162162162163
ID4097,74.0,661.9459459459459
ID8809,74.0,580.081081081081
ID5627,74.0,593.8378378378378
ID9816,74.0,501.2162162162162
ID10619,74.0,368.86486486486484
ID6704,74.0,620.5135135135135
ID3210,74.0,1137.8648648648648
ID7547,74.0,794.8378378378378
ID4100,75.0,560.4864864864865
ID8811,75.0,688.081081081081
ID5630,75.0,1440.918918918919
ID9818,75.0,503.72972972972974
ID10621,75.0,369.86486486486484
ID6707,75.0,1169.6486486486488
ID3212,75.0,983.5135135135135
ID7549,75.0,917.6486486486486
ID4103,76.0,527.7297297297297
ID8814,76.0,611.1621621621622
ID5634,76.0,1208.1081081081081
ID9820,76.0,559.5945945945946
ID10623,76.0,387.3783783783784
ID6711,76.0,963.8918918918919
ID3214,76.0,977.4594594594595
ID7551,76.0,794.6216216216217
ID4107,77.0,424.0810810810811
ID8817,77.0,480.86486486486484
ID5636,77.0,953.8648648648649
ID9822,77.0,493.1621621621622
ID10625,77.0,380.7567567567568
ID6713,77.0,751.1351351351351
ID3216,77.0,777.1621621621622
ID7553,77.0,602.081081081081
ID4110,78.0,412.0
ID8820,78.0,431.7837837837838
ID5640,78.0,843.5675675675676
ID9825,78.0,553.7567567567568
ID10627,78.0,382.4864864864865
ID6715,78.0,720.4594594594595
ID3218,78.0,842.1891891891892
ID7555,78.0,530.2972972972973
ID4114,79.0,392.64864864864865
ID8823,79.0,399.7567567567568
ID5644,79.0,788.3783783783783
ID9827,79.0,550.2162162162163
ID10629,79.0,385.05405405405406
ID6719,79.0,721.8918918918919
ID3220,79.0,751.0540540540541
ID7557,79.0,451.13513513513516
ID4117,80.0,344.8378378378378
ID8830,80.0,344.3783783783784
ID5646,80.0,730.0540540540541
ID9829,80.0,498.64864864864865
ID10631,80.0,378.43243243243245
ID6722,80.0,642.081081081081
ID3222,80.0,614.6216216216217
ID7559,80.0,387.72972972972974
ID4121,81.0,311.2162162162162
ID8834,81.0,342.4054054054054
ID5649,81.0,653.4594594594595
ID9831,81.0,498.3243243243243
ID10633,81.0,367.86486486486484
ID6724,81.0,652.3513513513514
ID3224,81.0,629.0540540540541
ID7561,81.0,382.97297297297297
ID4125,82.0,297.13513513513516
ID8838,82.0,335.35135135135135
ID5652,82.0,598.1351351351351
ID9833,82.0,498.94594594594594
ID10635,82.0,362.13513513513516
ID6727,82.0,619.8648648648649
ID3226,82.0,612.4864864864865
ID7563,82.0,360.7837837837838
ID4128,83.0,303.13513513513516
ID8841,83.0,346.1621621621622
ID5654,83.0,562.0
ID9835,83.0,450.4864864864865
ID10637,83.0,321.18918918918916
ID6729,83.0,586.4594594594595
ID3228,83.0,607.027027027027
ID7565,83.0,368.9189189189189
ID4131,84.0,628.1891891891892
ID8843,84.0,347.94594594594594
ID5657,84.0,539.081081081081
ID9837,84.0,395.18918918918916
ID10639,84.0,308.81081081081084
ID6731,84.0,577.081081081081
ID3230,84.0,890.4864864864865
ID7568,84.0,359.64864864864865
ID4134,85.0,825.3243243243244
ID8845,85.0,362.7567567567568
ID5660,85.0,516.2702702702703
ID9839,85.0,542.2972972972973
ID10641,85.0,382.4054054054054
ID6733,85.0,538.7837837837837
ID3232,85.0,1270.5405405405406
ID7571,85.0,375.1081081081081
ID4137,86.0,655.6486486486486
ID8847,86.0,358.4054054054054
ID5663,86.0,528.8648648648649
ID9841,86.0,542.7837837837837
ID10643,86.0,382.81081081081084
ID6735,86.0,596.081081081081
ID3234,86.0,1095.8648648648648
ID7574,86.0,362.02702702702703
ID4140,87.0,544.7567567567568
ID8849,87.0,365.5135135135135
ID5666,87.0,544.1351351351351
ID9843,87.0,534.918918918919
ID10645,87.0,357.4594594594595
ID6737,87.0,568.6756756756756
ID3236,87.0,969.4324324324324
ID7577,87.0,355.72972972972974
ID4143,88.0,517.4864864864865
ID8851,88.0,359.3243243243243
ID5669,88.0,555.5405405405405
ID9845,88.0,630.1081081081081
ID10647,88.0,388.2972972972973
ID6739,88.0,610.4864864864865
ID3238,88.0,1012.4594594594595
ID7580,88.0,371.2432432432432
ID4148,89.0,479.56756756756755
ID8853,89.0,365.05405405405406
ID5671,89.0,559.5405405405405
ID9847,89.0,596.8648648648649
ID10649,89.0,415.5945945945946
ID6742,89.0,601.8918918918919
ID3240,89.0,801.6756756756756
ID7582,89.0,374.5135135135135
ID4155,90.0,454.7567567567568
ID8856,90.0,398.3243243243243
ID5674,90.0,582.7297297297297
ID9849,90.0,598.6216216216217
ID10651,90.0,440.6216216216216
ID6744,90.0,700.7297297297297
ID3242,90.0,809.2702702702703
ID7585,90.0,392.6756756756757
ID4160,91.0,479.64864864864865
ID8859,91.0,390.2972972972973
ID5677,91.0,639.8108108108108
ID9851,91.0,608.2162162162163
ID10653,91.0,440.81081081081084
ID6746,91.0,738.6486486486486
ID3244,91.0,767.972972972973
ID7588,91.0,400.81081081081084
ID4165,92.0,405.81081081081084
ID8862,92.0,435.81081081081084
ID5680,92.0,619.081081081081
ID9854,92.0,699.0
ID10655,92.0,466.18918918918916
ID6748,92.0,799.8108108108108
ID3246,92.0,841.027027027027
ID7592,92.0,418.6216216216216
ID4169,93.0,389.0810810810811
ID8865,93.0,479.9189189189189
ID5683,93.0,665.918918918919
ID9857,93.0,704.2432432432432
ID10657,93.0,465.35135135135135
ID6750,93.0,822.2972972972973
ID3248,93.0,826.027027027027
ID7595,93.0,439.4864864864865
ID4173,94.0,384.5135135135135
ID8868,94.0,495.72972972972974
ID5686,94.0,684.7027027027027
ID9859,94.0,747.5675675675676
ID10659,94.0,447.72972972972974
ID6752,94.0,842.5945945945946
ID3250,94.0,795.4054054054054
ID7598,94.0,461.7567567567568
ID4179,95.0,396.05405405405406
ID8870,95.0,457.5945945945946
ID5688,95.0,661.6756756756756
ID9861,95.0,645.8918918918919
ID10663,95.0,445.05405405405406
ID6754,95.0,726.7837837837837
ID3252,95.0,657.027027027027
ID7601,95.0,438.43243243243245
ID4182,96.0,358.02702702702703
ID8873,96.0,497.7837837837838
ID5691,96.0,690.4054054054054
ID9864,96.0,764.6216216216217
ID10665,96.0,452.35135135135135
ID6756,96.0,802.6756756756756
ID3254,96.0,757.3513513513514
ID7605,96.0,471.97297297297297
ID4185,97.0,345.94594594594594
ID8875,97.0,489.6756756756757
ID5694,97.0,707.081081081081
ID9866,97.0,736.4594594594595
ID10667,97.0,456.1081081081081
ID6759,97.0,810.1081081081081
ID3256,97.0,752.7567567567568
ID7609,97.0,482.02702702702703
ID4191,98.0,347.5945945945946
ID8877,98.0,456.3243243243243
ID5696,98.0,720.972972972973
ID9868,98.0,662.0
ID10669,98.0,455.56756756756755
ID6761,98.0,760.4324324324324
ID3258,98.0,615.2702702702703
ID7612,98.0,442.27027027027026
ID4194,99.0,319.13513513513516
ID8880,99.0,495.7027027027027
ID5699,99.0,734.6486486486486
ID9870,99.0,730.9459459459459
ID10671,99.0,457.3243243243243
ID6763,99.0,850.3243243243244
ID3260,99.0,700.6216216216217
ID7615,99.0,470.9189189189189
ID4197,100.0,313.9189189189189
ID8882,100.0,504.5945945945946
ID5702,100.0,735.5945945945946
ID9872,100.0,733.7297297297297
ID10673,100.0,462.0810810810811
ID6765,100.0,855.7027027027027
ID3262,100.0,715.5135135135135
ID7618,100.0,484.94594594594594
ID4203,101.0,354.8918918918919
ID8884,101.0,455.4864864864865
ID5704,101.0,696.7027027027027
ID9874,101.0,674.4054054054054
ID10675,101.0,470.1081081081081
ID6767,101.0,776.5405405405405
ID3264,101.0,602.3783783783783
ID7622,101.0,444.02702702702703
ID4206,102.0,310.0810810810811
ID8886,102.0,474.86486486486484
