LABEL,FRAME,Mean ch1
Label,Frame,Mean ch1
,,(counts)
ID18146,37.0,439.5405405405405
ID14242,37.0,485.27027027027026
ID15561,37.0,497.6756756756757
ID11752,37.0,543.7837837837837
ID16376,37.0,390.7837837837838
ID12565,38.0,502.5945945945946
ID17318,38.0,511.4864864864865
ID13428,38.0,642.1891891891892
ID18149,38.0,436.5945945945946
ID14245,38.0,465.97297297297297
ID15563,38.0,603.5405405405405
ID11758,38.0,616.6756756756756
ID16379,38.0,463.43243243243245
ID12567,39.0,488.18918918918916
ID17320,39.0,516.5135135135135
ID13430,39.0,615.1621621621622
ID18152,39.0,435.18918918918916
ID14248,39.0,472.3243243243243
ID15565,39.0,549.5135135135135
ID11760,39.0,602.3513513513514
ID16381,39.0,437.02702702702703
ID16384,40.0,385.81081081081084
ID12569,40.0,484.18918918918916
ID17322,40.0,454.81081081081084
ID13432,40.0,504.2432432432432
ID18155,40.0,416.56756756756755
ID14251,40.0,434.6216216216216
ID15567,40.0,481.9189189189189
ID11762,40.0,570.7027027027027
ID16387,41.0,410.64864864864865
ID12571,41.0,488.1621621621622
ID17325,41.0,504.6216216216216
ID13434,41.0,606.5405405405405
ID18158,41.0,419.7567567567568
ID14254,41.0,469.7567567567568
ID15569,41.0,527.4324324324324
ID11765,41.0,599.1081081081081
ID16390,42.0,412.9189189189189
ID12573,42.0,477.81081081081084
ID17328,42.0,508.43243243243245
ID13436,42.0,596.6486486486486
ID18161,42.0,434.72972972972974
ID14257,42.0,465.1621621621622
ID15571,42.0,507.81081081081084
ID11767,42.0,575.8108108108108
ID16393,43.0,357.13513513513516
ID12575,43.0,464.7837837837838
ID17330,43.0,461.0
ID13438,43.0,507.64864864864865
ID18165,43.0,411.94594594594594
ID14260,43.0,427.2432432432432
ID15573,43.0,453.0
ID11769,43.0,542.9459459459459
ID16396,44.0,372.2432432432432
ID12577,44.0,460.2432432432432
ID17333,44.0,476.56756756756755
ID13440,44.0,518.6216216216217
ID18167,44.0,423.94594594594594
ID14263,44.0,417.6756756756757
ID15575,44.0,463.97297297297297
ID11771,44.0,530.6486486486486
ID16398,45.0,372.2432432432432
ID12579,45.0,455.05405405405406
ID17335,45.0,474.3783783783784
ID13442,45.0,504.7567567567568
ID18170,45.0,416.97297297297297
ID14266,45.0,446.3243243243243
ID15577,45.0,459.27027027027026
ID11773,45.0,510.3243243243243
ID16400,46.0,404.02702702702703
ID12581,46.0,467.7837837837838
ID17338,46.0,522.7567567567568
ID13444,46.0,602.6216216216217
ID18173,46.0,429.72972972972974
ID14269,46.0,450.6756756756757
ID15579,46.0,504.5405405405405
ID11776,46.0,609.2432432432432
ID16402,47.0,400.05405405405406
ID12583,47.0,452.6216216216216
ID17340,47.0,522.2432432432432
ID13446,47.0,759.081081081081
ID18176,47.0,434.13513513513516
ID14273,47.0,554.4864864864865
ID15581,47.0,500.0
ID11778,47.0,590.6486486486486
ID16405,48.0,410.05405405405406
ID12585,48.0,447.81081081081084
ID17342,48.0,524.5675675675676
ID13448,48.0,723.1621621621622
ID18179,48.0,438.94594594594594
ID14276,48.0,493.0810810810811
ID15583,48.0,520.5135135135135
ID11780,48.0,571.2702702702703
ID16408,49.0,422.1081081081081
ID12587,49.0,426.0
ID17344,49.0,471.94594594594594
ID13450,49.0,579.6216216216217
ID18182,49.0,405.4594594594595
ID14278,49.0,494.4594594594595
ID15585,49.0,567.3243243243244
ID11782,49.0,520.1891891891892
ID16411,50.0,454.7837837837838
ID12589,50.0,465.9189189189189
ID17347,50.0,519.7837837837837
ID13452,50.0,668.081081081081
ID18185,50.0,426.5135135135135
ID14283,50.0,466.2162162162162
ID15587,50.0,572.6216216216217
ID11785,50.0,604.027027027027
ID16413,51.0,392.94594594594594
ID12591,51.0,425.64864864864865
ID17349,51.0,464.94594594594594
ID13454,51.0,553.5945945945946
ID18188,51.0,444.7837837837838
ID14285,51.0,462.8378378378378
ID15589,51.0,497.6756756756757
ID11787,51.0,528.4324324324324
ID16416,52.0,418.7837837837838
ID12593,52.0,440.9189189189189
ID17352,52.0,506.3783783783784
ID13456,52.0,694.081081081081
ID18191,52.0,431.72972972972974
ID14289,52.0,529.4594594594595
ID15591,52.0,531.6486486486486
ID11789,52.0,572.7567567567568
ID16418,53.0,420.81081081081084
ID12595,53.0,453.27027027027026
ID17354,53.0,463.94594594594594
ID13458,53.0,583.2972972972973
ID18194,53.0,417.18918918918916
ID14293,53.0,498.7837837837838
ID15593,53.0,507.4864864864865
ID11791,53.0,578.3783783783783
ID16421,54.0,410.13513513513516
ID12597,54.0,454.0810810810811
ID17356,54.0,481.9189189189189
ID13460,54.0,601.027027027027
ID18197,54.0,416.5945945945946
ID14297,54.0,491.5405405405405
ID15595,54.0,499.5405405405405
ID11793,54.0,569.3243243243244
ID16423,55.0,436.3243243243243
ID12599,55.0,444.81081081081084
ID17358,55.0,519.2702702702703
ID13462,55.0,660.5135135135135
ID18200,55.0,436.5135135135135
ID14300,55.0,464.8378378378378
ID15597,55.0,522.027027027027
ID11796,55.0,573.8918918918919
ID16425,56.0,383.5405405405405
ID12601,56.0,419.56756756756755
ID17360,56.0,476.13513513513516
ID13465,56.0,557.3513513513514
ID18203,56.0,441.81081081081084
ID14304,56.0,435.2972972972973
ID15599,56.0,466.86486486486484
ID11798,56.0,517.8108108108108
ID16428,57.0,411.02702702702703
ID12603,57.0,425.4054054054054
ID17363,57.0,523.8108108108108
ID13467,57.0,644.081081081081
ID18206,57.0,430.72972972972974
ID14307,57.0,505.7567567567568
ID15601,57.0,508.86486486486484
ID11801,57.0,555.8918918918919
ID16430,58.0,365.0810810810811
ID12605,58.0,401.27027027027026
ID17365,58.0,475.2972972972973
ID13469,58.0,548.4054054054054
ID18209,58.0,403.5135135135135
ID14310,58.0,462.64864864864865
ID15603,58.0,467.2432432432432
ID11803,58.0,504.5135135135135
ID16433,59.0,382.1621621621622
ID12607,59.0,398.3243243243243
ID17367,59.0,491.18918918918916
ID13471,59.0,552.0
ID18212,59.0,448.64864864864865
ID14313,59.0,460.9189189189189
ID15605,59.0,479.2162162162162
ID11805,59.0,506.8378378378378
ID16435,60.0,373.05405405405406
ID12609,60.0,391.1081081081081
ID17369,60.0,488.97297297297297
ID13473,60.0,556.918918918919
ID18215,60.0,454.4594594594595
ID14316,60.0,422.64864864864865
ID15607,60.0,469.4594594594595
ID11807,60.0,483.05405405405406
ID16438,61.0,474.72972972972974
ID12611,61.0,413.72972972972974
ID17372,61.0,527.5135135135135
ID13475,61.0,624.7567567567568
ID18218,61.0,465.64864864864865
ID14319,61.0,435.97297297297297
ID15610,61.0,579.6486486486486
ID11810,61.0,529.5675675675676
ID16441,62.0,397.4864864864865
ID12613,62.0,389.81081081081084
ID17374,62.0,474.86486486486484
ID13477,62.0,543.2432432432432
ID18221,62.0,433.3243243243243
ID14322,62.0,452.9189189189189
ID15612,62.0,502.2972972972973
ID11812,62.0,488.1621621621622
ID16443,63.0,402.35135135135135
ID12615,63.0,395.0
ID17376,63.0,486.86486486486484
ID13479,63.0,565.1621621621622
ID18224,63.0,438.6216216216216
ID14325,63.0,505.18918918918916
ID15614,63.0,496.8378378378378
ID11814,63.0,475.8378378378378
ID16446,64.0,396.3783783783784
ID12617,64.0,393.6216216216216
ID17378,64.0,478.7567567567568
ID13481,64.0,562.6216216216217
ID18227,64.0,420.35135135135135
ID14328,64.0,479.7837837837838
ID15616,64.0,481.7837837837838
ID11816,64.0,467.4864864864865
ID16448,65.0,388.18918918918916
ID12619,65.0,397.1081081081081
ID17381,65.0,487.02702702702703
ID13483,65.0,637.2162162162163
ID18231,65.0,429.9189189189189
ID14331,65.0,534.1891891891892
ID15618,65.0,469.64864864864865
ID11818,65.0,488.0810810810811
ID16450,66.0,379.7837837837838
ID12621,66.0,384.7027027027027
ID17384,66.0,491.4054054054054
ID13485,66.0,590.8378378378378
ID18234,66.0,424.56756756756755
ID14334,66.0,507.4864864864865
ID15620,66.0,475.5135135135135
ID11820,66.0,469.97297297297297
ID16452,67.0,413.18918918918916
ID12623,67.0,410.35135135135135
ID17387,67.0,508.8378378378378
ID13487,67.0,671.3243243243244
ID18236,67.0,433.0810810810811
ID14337,67.0,504.43243243243245
ID15622,67.0,505.0
ID11823,67.0,520.0540540540541
ID16455,68.0,366.2972972972973
ID12625,68.0,388.3783783783784
ID17389,68.0,466.72972972972974
ID13489,68.0,560.2432432432432
ID18239,68.0,416.4864864864865
ID14340,68.0,475.02702702702703
ID15624,68.0,458.02702702702703
ID11825,68.0,452.27027027027026
ID16458,69.0,399.18918918918916
ID12627,69.0,406.72972972972974
ID17392,69.0,516.1621621621622
ID13491,69.0,631.8918918918919
ID18242,69.0,454.56756756756755
ID14344,69.0,485.8918918918919
ID15626,69.0,500.86486486486484
ID11828,69.0,513.1351351351351
ID16460,70.0,406.43243243243245
ID12629,70.0,412.5135135135135
ID17394,70.0,512.1891891891892
ID13493,70.0,631.0540540540541
ID18245,70.0,433.6216216216216
ID14347,70.0,432.2972972972973
ID15628,70.0,498.81081081081084
ID11830,70.0,513.6216216216217
ID16463,71.0,366.0
ID12631,71.0,387.7027027027027
ID17396,71.0,456.7567567567568
ID13495,71.0,523.4324324324324
ID18248,71.0,406.94594594594594
ID14350,71.0,456.35135135135135
ID15630,71.0,454.2972972972973
ID11832,71.0,454.18918918918916
ID16466,72.0,481.5945945945946
ID12633,72.0,482.27027027027026
ID17399,72.0,524.5675675675676
ID13497,72.0,610.081081081081
ID18251,72.0,433.64864864864865
ID14354,72.0,439.7027027027027
ID15633,72.0,593.918918918919
ID11835,72.0,641.0540540540541
ID16468,73.0,400.4864864864865
ID12635,73.0,433.2972972972973
ID17401,73.0,466.7027027027027
ID13499,73.0,530.6486486486486
ID18254,73.0,431.05405405405406
ID14356,73.0,430.0
ID15635,73.0,505.81081081081084
ID11837,73.0,540.4864864864865
ID16471,74.0,408.27027027027026
ID12637,74.0,431.1081081081081
ID17403,74.0,472.2162162162162
ID13501,74.0,547.2972972972973
ID18257,74.0,426.1081081081081
ID14360,74.0,445.8918918918919
ID15637,74.0,496.0
ID11839,74.0,538.1891891891892
ID16473,75.0,416.0
ID12639,75.0,405.6756756756757
ID17405,75.0,483.3243243243243
ID13503,75.0,642.7837837837837
ID18260,75.0,452.43243243243245
ID14363,75.0,515.4594594594595
ID15639,75.0,517.972972972973
ID11841,75.0,521.4864864864865
ID16476,76.0,446.7837837837838
ID12641,76.0,427.7027027027027
ID17408,76.0,507.2972972972973
ID13505,76.0,686.6756756756756
ID18263,76.0,452.8378378378378
ID14366,76.0,501.02702702702703
ID15641,76.0,529.2702702702703
ID11843,76.0,547.4864864864865
ID16478,77.0,386.2972972972973
ID12643,77.0,397.18918918918916
ID17410,77.0,474.56756756756755
ID13507,77.0,568.8108108108108
ID18266,77.0,421.64864864864865
ID14369,77.0,461.4054054054054
ID15643,77.0,471.0810810810811
ID11845,77.0,497.27027027027026
ID16481,78.0,416.1081081081081
ID12645,78.0,413.0810810810811
ID17413,78.0,504.81081081081084
ID13509,78.0,638.972972972973
ID18269,78.0,434.4864864864865
ID14372,78.0,450.2972972972973
ID15645,78.0,498.0810810810811
ID11847,78.0,536.1351351351351
ID16483,79.0,420.02702702702703
ID12647,79.0,417.6216216216216
ID17415,79.0,501.2432432432432
ID13511,79.0,632.4054054054054
ID18272,79.0,427.35135135135135
ID14375,79.0,471.5945945945946
ID15647,79.0,502.97297297297297
ID11849,79.0,535.4054054054054
ID16486,80.0,374.27027027027026
ID12649,80.0,388.4864864864865
ID17417,80.0,478.7567567567568
ID13513,80.0,550.7567567567568
ID18275,80.0,440.1621621621622
ID14378,80.0,439.3783783783784
ID15649,80.0,448.43243243243245
ID11851,80.0,470.81081081081084
ID16489,81.0,377.8378378378378
ID12651,81.0,392.35135135135135
ID17419,81.0,493.02702702702703
ID13515,81.0,553.2432432432432
ID18278,81.0,445.4864864864865
ID14381,81.0,448.86486486486484
ID15651,81.0,462.5945945945946
ID11853,81.0,481.9189189189189
ID16492,82.0,377.8378378378378
ID12653,82.0,388.6756756756757
ID17422,82.0,477.18918918918916
ID13517,82.0,557.8918918918919
ID18281,82.0,446.94594594594594
ID14384,82.0,443.5945945945946
ID15653,82.0,460.5135135135135
ID11855,82.0,479.2432432432432
ID16494,83.0,383.27027027027026
ID12655,83.0,396.27027027027026
ID17424,83.0,481.43243243243245
ID13519,83.0,559.3513513513514
ID18284,83.0,438.81081081081084
ID14387,83.0,442.9189189189189
ID15655,83.0,458.7837837837838
ID11857,83.0,479.94594594594594
ID16496,84.0,375.18918918918916
ID12658,84.0,416.4594594594595
ID17426,84.0,507.7567567567568
ID13521,84.0,557.7027027027027
ID18287,84.0,450.7837837837838
ID14390,84.0,436.18918918918916
ID15657,84.0,457.27027027027026
ID11859,84.0,514.3243243243244
ID16499,85.0,392.9189189189189
ID12660,85.0,425.7027027027027
ID17429,85.0,500.7837837837838
ID13523,85.0,547.6486486486486
ID18290,85.0,469.0810810810811
ID14393,85.0,434.81081081081084
ID15659,85.0,456.3783783783784
ID11861,85.0,547.4594594594595
ID16501,86.0,392.4864864864865
ID12662,86.0,412.97297297297297
ID17431,86.0,486.18918918918916
ID13525,86.0,560.4324324324324
ID18293,86.0,417.3783783783784
ID14396,86.0,424.6216216216216
ID15661,86.0,453.94594594594594
ID11863,86.0,527.4864864864865
ID16504,87.0,393.6216216216216
ID12664,87.0,418.2972972972973
ID17433,87.0,509.05405405405406
ID13527,87.0,552.1351351351351
ID18296,87.0,469.35135135135135
ID14398,87.0,438.81081081081084
ID15663,87.0,466.94594594594594
ID11865,87.0,530.972972972973
ID16507,88.0,441.05405405405406
ID12666,88.0,455.64864864864865
ID17435,88.0,564.4324324324324
ID13529,88.0,683.081081081081
ID18299,88.0,486.43243243243245
ID14402,88.0,477.35135135135135
ID15665,88.0,513.3783783783783
ID11867,88.0,584.5945945945946
ID16510,89.0,399.0
ID12668,89.0,447.35135135135135
ID17437,89.0,507.72972972972974
ID13531,89.0,565.6756756756756
ID18302,89.0,481.86486486486484
ID14405,89.0,460.1621621621622
ID15667,89.0,481.18918918918916
ID11869,89.0,525.4324324324324
ID16513,90.0,415.4594594594595
ID12670,90.0,460.97297297297297
ID17439,90.0,530.3783783783783
ID13533,90.0,613.027027027027
ID18305,90.0,484.4864864864865
ID14409,90.0,471.18918918918916
ID15669,90.0,492.9189189189189
ID11871,90.0,552.081081081081
ID16516,91.0,419.7027027027027
ID12672,91.0,475.3783783783784
ID17442,91.0,530.7837837837837
ID13535,91.0,604.081081081081
ID18308,91.0,502.05405405405406
ID14412,91.0,488.2972972972973
ID15671,91.0,492.4594594594595
ID11873,91.0,570.7567567567568
ID16519,92.0,462.1621621621622
ID12674,92.0,441.86486486486484
ID17445,92.0,612.3783783783783
ID13537,92.0,732.0540540540541
ID18311,92.0,532.3783783783783
ID14415,92.0,520.2162162162163
ID15673,92.0,559.0540540540541
ID11875,92.0,622.7837837837837
ID16521,93.0,469.5945945945946
ID12676,93.0,459.2432432432432
ID17447,93.0,607.0540540540541
ID13539,93.0,718.6216216216217
ID18314,93.0,542.6486486486486
ID14418,93.0,529.4324324324324
ID15675,93.0,547.2702702702703
ID11877,93.0,605.1891891891892
ID16523,94.0,465.7027027027027
ID12678,94.0,464.05405405405406
ID17449,94.0,606.918918918919
ID13541,94.0,713.4594594594595
ID18317,94.0,509.27027027027026
ID14421,94.0,513.2162162162163
ID15677,94.0,556.3513513513514
ID11879,94.0,617.081081081081
ID16526,95.0,422.56756756756755
ID12680,95.0,452.3243243243243
ID17451,95.0,537.0540540540541
ID13543,95.0,602.2972972972973
ID18320,95.0,496.27027027027026
ID14424,95.0,536.4594594594595
ID15679,95.0,502.94594594594594
ID11881,95.0,561.8648648648649
ID16529,96.0,465.7567567567568
ID12682,96.0,485.9189189189189
ID17453,96.0,604.2162162162163
ID13545,96.0,757.8918918918919
ID18322,96.0,533.5135135135135
ID14427,96.0,549.2972972972973
ID15681,96.0,558.2972972972973
ID11883,96.0,636.8648648648649
ID16532,97.0,462.56756756756755
ID12684,97.0,498.4594594594595
ID17455,97.0,609.4054054054054
ID13547,97.0,753.4054054054054
ID18325,97.0,551.6216216216217
ID14430,97.0,553.4864864864865
ID15683,97.0,568.6756756756756
ID11885,97.0,627.3783783783783
ID16535,98.0,421.56756756756755
ID12686,98.0,473.7837837837838
ID17457,98.0,531.7567567567568
ID13549,98.0,607.1351351351351
ID18328,98.0,529.8648648648649
ID14433,98.0,519.1351351351351
ID15685,98.0,499.4864864864865
ID11887,98.0,567.081081081081
ID16537,99.0,460.6756756756757
ID12688,99.0,502.27027027027026
ID17459,99.0,620.1891891891892
ID13551,99.0,758.7297297297297
ID18331,99.0,528.081081081081
ID14436,99.0,563.2972972972973
ID15687,99.0,563.1891891891892
ID11890,99.0,615.7027027027027
ID16540,100.0,481.56756756756755
ID12690,100.0,526.8108108108108
ID17461,100.0,622.1351351351351
ID13553,100.0,758.4324324324324
ID18334,100.0,508.6756756756757
ID14439,100.0,570.2432432432432
ID15689,100.0,570.2702702702703
ID11892,100.0,649.4324324324324
ID16543,101.0,421.9189189189189
ID12692,101.0,502.3243243243243
ID17463,101.0,562.4864864864865
ID13555,101.0,630.027027027027
ID18337,101.0,485.86486486486484
ID14442,101.0,514.3243243243244
ID15691,101.0,514.0540540540541
ID11894,101.0,570.7567567567568
ID16545,102.0,434.5405405405405
ID12694,102.0,505.18918918918916
ID17465,102.0,581.3243243243244
ID13557,102.0,661.4324324324324
ID18339,102.0,501.6216216216216
ID14445,102.0,530.8108108108108
ID15693,102.0,533.7567567567568
ID11896,102.0,597.9459459459459
ID16548,103.0,478.56756756756755
ID12696,103.0,538.7837837837837
ID17467,103.0,621.1081081081081
