LABEL,POSITION_T,Mean ch1
Label,T,Mean ch1
,(sec),(counts)
ID11779,73.0,314.76190476190476
ID12600,74.0,567.4285714285714
ID13667,74.0,618.0
ID9852,74.0,346.76190476190476
ID14504,74.0,415.4761904761905
ID10934,74.0,419.14285714285717
ID11781,74.0,320.14285714285717
ID12602,75.0,550.0
ID13669,75.0,629.4285714285714
ID9855,75.0,337.42857142857144
ID14507,75.0,421.76190476190476
ID10936,75.0,412.95238095238096
ID11783,75.0,345.1904761904762
ID12604,76.0,551.8571428571429
ID13671,76.0,607.1904761904761
ID9858,76.0,345.8095238095238
ID14510,76.0,366.95238095238096
ID10938,76.0,425.23809523809524
ID11785,76.0,346.76190476190476
ID12606,77.0,553.6666666666666
ID13673,77.0,674.4285714285714
ID9861,77.0,356.6666666666667
ID14513,77.0,379.0952380952381
ID10940,77.0,431.8095238095238
ID11787,77.0,355.6666666666667
ID12608,78.0,569.8571428571429
ID13675,78.0,625.952380952381
ID9864,78.0,353.04761904761904
ID14516,78.0,340.7142857142857
ID10942,78.0,436.14285714285717
ID11789,78.0,351.8095238095238
ID12610,79.0,559.5238095238095
ID13677,79.0,764.5238095238095
ID9867,79.0,344.04761904761904
ID14519,79.0,419.76190476190476
ID10944,79.0,420.8095238095238
ID11791,79.0,362.85714285714283
ID12612,80.0,563.9047619047619
ID13679,80.0,685.9047619047619
ID9870,80.0,333.3809523809524
ID14522,80.0,402.04761904761904
ID10946,80.0,446.0952380952381
ID11793,80.0,356.76190476190476
ID12614,81.0,556.0
ID13681,81.0,669.0
ID9873,81.0,333.5238095238095
ID14525,81.0,353.04761904761904
ID10948,81.0,410.42857142857144
ID11795,81.0,363.23809523809524
ID12616,82.0,568.1904761904761
ID13683,82.0,698.3333333333334
ID9876,82.0,334.0
ID14528,82.0,341.85714285714283
ID10950,82.0,440.0952380952381
ID11797,82.0,347.5238095238095
ID12619,83.0,561.8095238095239
ID13685,83.0,696.7619047619048
ID9879,83.0,347.04761904761904
ID14531,83.0,381.5238095238095
ID10952,83.0,430.57142857142856
ID11799,83.0,351.2857142857143
ID12621,84.0,568.1904761904761
ID13687,84.0,680.6666666666666
ID9882,84.0,331.7142857142857
ID14535,84.0,339.7142857142857
ID10954,84.0,430.04761904761904
ID11801,84.0,351.04761904761904
ID12623,85.0,498.42857142857144
ID13689,85.0,567.9047619047619
ID9885,85.0,308.14285714285717
ID14538,85.0,430.95238095238096
ID10956,85.0,371.57142857142856
ID11803,85.0,339.1904761904762
ID12625,86.0,603.8571428571429
ID13691,86.0,707.047619047619
ID9888,86.0,358.42857142857144
ID14544,86.0,394.3333333333333
ID10958,86.0,449.2857142857143
ID11805,86.0,331.2857142857143
ID12628,87.0,542.5238095238095
ID13693,87.0,575.9047619047619
ID9891,87.0,333.42857142857144
ID14547,87.0,393.4761904761905
ID10960,87.0,396.42857142857144
ID11809,87.0,343.1904761904762
ID12630,88.0,536.5714285714286
ID13695,88.0,600.952380952381
ID9894,88.0,385.57142857142856
ID14550,88.0,398.8095238095238
ID10962,88.0,464.0
ID11813,88.0,321.57142857142856
ID12632,89.0,547.0
ID13697,89.0,645.7619047619048
ID9897,89.0,396.5238095238095
ID14553,89.0,411.8095238095238
ID10964,89.0,460.3333333333333
ID11815,89.0,319.3333333333333
ID12634,90.0,568.8571428571429
ID13699,90.0,673.3333333333334
ID9900,90.0,388.76190476190476
ID14557,90.0,409.3809523809524
ID10966,90.0,462.2857142857143
ID11817,90.0,353.6190476190476
ID12637,91.0,569.6666666666666
ID13701,91.0,717.8571428571429
ID9903,91.0,375.95238095238096
ID14560,91.0,398.7142857142857
ID10968,91.0,465.8095238095238
ID11819,91.0,345.14285714285717
ID12640,92.0,581.3809523809524
ID13703,92.0,698.4285714285714
ID9906,92.0,386.95238095238096
ID14566,92.0,403.3333333333333
ID10970,92.0,481.42857142857144
ID11821,92.0,363.04761904761904
ID12643,93.0,595.3333333333334
ID13705,93.0,732.047619047619
ID9909,93.0,376.14285714285717
ID14570,93.0,434.7142857142857
ID10972,93.0,484.57142857142856
ID11825,93.0,356.57142857142856
ID12646,94.0,586.0
ID13707,94.0,788.047619047619
ID9912,94.0,413.0952380952381
ID14572,94.0,436.6190476190476
ID10974,94.0,472.3809523809524
ID11827,94.0,372.4761904761905
ID12649,95.0,609.6190476190476
ID13709,95.0,752.1904761904761
ID9915,95.0,407.6190476190476
ID14574,95.0,446.42857142857144
ID10976,95.0,501.6666666666667
ID11829,95.0,375.5238095238095
ID12652,96.0,598.5238095238095
ID13711,96.0,772.4285714285714
ID9918,96.0,396.23809523809524
ID14576,96.0,441.42857142857144
ID10978,96.0,498.9047619047619
ID11831,96.0,379.9047619047619
ID12655,97.0,610.8095238095239
ID13713,97.0,753.6190476190476
ID9921,97.0,404.3809523809524
ID14578,97.0,494.0952380952381
ID10980,97.0,492.6666666666667
ID11833,97.0,372.3333333333333
ID12658,98.0,617.3809523809524
ID13715,98.0,772.8095238095239
ID9924,98.0,411.57142857142856
ID14585,98.0,498.7142857142857
ID10982,98.0,520.5238095238095
ID11835,98.0,370.6666666666667
ID12661,99.0,619.9047619047619
ID13717,99.0,771.8571428571429
ID9927,99.0,416.5238095238095
ID14591,99.0,501.14285714285717
ID10984,99.0,520.5714285714286
ID11837,99.0,384.8095238095238
ID12664,100.0,631.7142857142857
ID13719,100.0,799.4285714285714
ID9930,100.0,431.3809523809524
ID14594,100.0,500.4761904761905
ID10986,100.0,509.7142857142857
ID11839,100.0,369.3809523809524
ID12435,101.0,404.23809523809524
ID12667,101.0,620.1428571428571
ID13721,101.0,790.4285714285714
ID9933,101.0,410.42857142857144
ID14597,101.0,512.7142857142857
ID10988,101.0,515.6190476190476
ID12670,102.0,630.6666666666666
ID13723,102.0,801.952380952381
ID9936,102.0,426.85714285714283
ID14600,102.0,500.76190476190476
ID10990,102.0,524.2380952380952
ID11841,102.0,378.8095238095238
ID12673,103.0,637.5714285714286
ID13725,103.0,778.0
ID9939,103.0,410.1904761904762
ID14603,103.0,496.0952380952381
ID10992,103.0,524.5714285714286
ID11843,103.0,365.8095238095238
ID12676,104.0,630.8571428571429
ID13727,104.0,785.5714285714286
ID9942,104.0,402.57142857142856
ID14606,104.0,492.95238095238096
ID10994,104.0,533.4285714285714
ID11845,104.0,346.7142857142857
ID12679,105.0,646.2380952380952
ID13729,105.0,798.4285714285714
ID9945,105.0,437.85714285714283
ID14609,105.0,485.42857142857144
ID10996,105.0,512.8095238095239
ID11847,105.0,341.5238095238095
ID12682,106.0,617.4285714285714
ID13731,106.0,822.6666666666666
ID9948,106.0,417.3333333333333
ID14612,106.0,467.14285714285717
ID10998,106.0,506.42857142857144
ID11849,106.0,336.76190476190476
ID12685,107.0,634.6666666666666
ID13733,107.0,812.5714285714286
ID9951,107.0,422.6666666666667
ID14615,107.0,466.6190476190476
ID11000,107.0,504.6666666666667
ID11851,107.0,383.5238095238095
ID12688,108.0,640.9047619047619
ID13735,108.0,817.952380952381
ID9954,108.0,414.14285714285717
ID14618,108.0,480.4761904761905
ID11002,108.0,495.9047619047619
ID11853,108.0,382.95238095238096
ID12691,109.0,642.2380952380952
ID13737,109.0,758.7619047619048
ID9957,109.0,414.3333333333333
ID14621,109.0,458.5238095238095
ID11004,109.0,493.9047619047619
ID11855,109.0,387.42857142857144
ID12694,110.0,644.4761904761905
ID13739,110.0,764.7619047619048
ID9960,110.0,415.1904761904762
ID14624,110.0,532.5238095238095
ID11006,110.0,500.3333333333333
ID11857,110.0,379.42857142857144
ID12697,111.0,643.1428571428571
ID13741,111.0,760.8571428571429
ID9963,111.0,436.04761904761904
ID14627,111.0,482.23809523809524
ID11008,111.0,514.1904761904761
ID11859,111.0,363.5238095238095
ID12700,112.0,651.1428571428571
ID13743,112.0,784.4285714285714
ID9966,112.0,421.8095238095238
ID14630,112.0,464.3809523809524
ID11010,112.0,513.047619047619
ID11861,112.0,369.6190476190476
ID12703,113.0,637.9047619047619
ID13745,113.0,834.2380952380952
ID9969,113.0,427.6666666666667
ID14633,113.0,473.0952380952381
ID11012,113.0,486.0
ID11863,113.0,374.1904761904762
ID12706,114.0,648.4285714285714
ID13747,114.0,801.6190476190476
ID9972,114.0,433.6190476190476
ID14636,114.0,539.2380952380952
ID11014,114.0,514.8571428571429
ID11865,114.0,380.04761904761904
ID12709,115.0,647.6190476190476
ID13749,115.0,750.4285714285714
ID9975,115.0,407.14285714285717
ID14639,115.0,475.6666666666667
ID11016,115.0,525.6190476190476
ID11867,115.0,380.5238095238095
ID12712,116.0,637.4761904761905
ID13751,116.0,847.9047619047619
ID9978,116.0,409.6190476190476
ID14642,116.0,478.04761904761904
ID11018,116.0,526.2380952380952
ID11869,116.0,358.57142857142856
ID12715,117.0,649.8095238095239
ID13753,117.0,838.5238095238095
ID9981,117.0,408.76190476190476
ID14645,117.0,464.23809523809524
ID11020,117.0,515.5238095238095
ID11871,117.0,366.57142857142856
ID12718,118.0,650.5714285714286
ID13755,118.0,747.1428571428571
ID9984,118.0,442.6666666666667
ID14648,118.0,470.0
ID11022,118.0,517.8571428571429
ID11873,118.0,354.0952380952381
ID12721,119.0,638.4285714285714
ID13757,119.0,769.4761904761905
ID9987,119.0,404.3809523809524
ID14651,119.0,464.85714285714283
ID11024,119.0,520.2857142857143
ID11875,119.0,367.4761904761905
ID12431,120.0,368.0
ID12724,120.0,646.5714285714286
ID13759,120.0,772.6190476190476
ID9990,120.0,408.6190476190476
ID14654,120.0,533.7619047619048
ID11026,120.0,516.5714285714286
ID12727,121.0,637.5714285714286
ID13761,121.0,782.5714285714286
ID9993,121.0,422.85714285714283
ID14657,121.0,479.0952380952381
ID11028,121.0,507.0
ID11877,121.0,358.3333333333333
ID12730,122.0,648.4761904761905
ID13763,122.0,762.5714285714286
ID9996,122.0,425.04761904761904
ID14660,122.0,522.0952380952381
ID11030,122.0,509.42857142857144
ID11879,122.0,368.2857142857143
ID12733,123.0,641.8571428571429
ID13765,123.0,791.047619047619
ID9999,123.0,441.8095238095238
ID14663,123.0,461.0952380952381
ID11032,123.0,503.04761904761904
ID11881,123.0,358.1904761904762
ID12736,124.0,614.0
ID13767,124.0,771.8095238095239
ID10002,124.0,405.42857142857144
ID14666,124.0,524.4761904761905
ID11034,124.0,523.4761904761905
ID11883,124.0,356.6666666666667
ID12739,125.0,630.1428571428571
ID13769,125.0,780.952380952381
ID10005,125.0,402.76190476190476
ID14669,125.0,518.6666666666666
ID11036,125.0,508.14285714285717
ID11885,125.0,354.0
ID12742,126.0,621.6190476190476
ID13771,126.0,792.0
ID10008,126.0,407.2857142857143
ID14672,126.0,458.95238095238096
ID11038,126.0,513.3809523809524
ID11887,126.0,354.0952380952381
ID12745,127.0,621.9047619047619
ID13773,127.0,784.8571428571429
ID10011,127.0,418.04761904761904
ID14675,127.0,519.1428571428571
ID11040,127.0,513.0
ID11889,127.0,365.9047619047619
ID12748,128.0,647.0952380952381
ID13775,128.0,785.6190476190476
ID10014,128.0,420.57142857142856
ID14678,128.0,523.2380952380952
ID11042,128.0,514.2380952380952
ID11891,128.0,361.95238095238096
ID12751,129.0,641.952380952381
ID13777,129.0,765.8571428571429
ID10017,129.0,423.8095238095238
ID14681,129.0,521.1428571428571
ID11044,129.0,516.1904761904761
ID11893,129.0,361.85714285714283
ID12754,130.0,638.7142857142857
ID13779,130.0,796.4761904761905
ID10020,130.0,429.7142857142857
ID14684,130.0,453.6666666666667
ID11046,130.0,528.0952380952381
ID11895,130.0,367.9047619047619
ID12757,131.0,640.7619047619048
ID13781,131.0,777.0952380952381
ID10023,131.0,436.6666666666667
ID14687,131.0,452.4761904761905
ID11048,131.0,519.2380952380952
ID11897,131.0,366.04761904761904
ID12760,132.0,634.7619047619048
ID13783,132.0,788.3809523809524
ID10026,132.0,420.04761904761904
ID14690,132.0,461.6666666666667
ID11050,132.0,517.6666666666666
ID11899,132.0,374.0
ID12763,133.0,633.4761904761905
ID13785,133.0,798.5714285714286
ID10029,133.0,418.04761904761904
ID14693,133.0,451.3809523809524
ID11052,133.0,517.0952380952381
ID11901,133.0,399.57142857142856
ID12766,134.0,632.7142857142857
ID13787,134.0,766.1428571428571
ID10032,134.0,435.04761904761904
ID14696,134.0,518.4285714285714
ID11054,134.0,516.3809523809524
ID11903,134.0,411.42857142857144
ID12769,135.0,638.4285714285714
ID13789,135.0,786.1428571428571
ID10035,135.0,427.14285714285717
ID14699,135.0,475.7142857142857
ID11056,135.0,522.0952380952381
ID11905,135.0,415.4761904761905
ID12772,136.0,648.6666666666666
ID13791,136.0,779.0952380952381
ID10038,136.0,437.6666666666667
ID14702,136.0,469.2857142857143
ID11058,136.0,511.4761904761905
ID11907,136.0,408.95238095238096
ID12775,137.0,631.2857142857143
ID13793,137.0,778.6190476190476
ID10041,137.0,427.42857142857144
ID14705,137.0,458.6190476190476
ID11060,137.0,529.952380952381
ID11909,137.0,409.95238095238096
