301,156,317,533,0,0,188,0,264,251,327,158,128,131,84
2087,2204,2051,1847,932,2375,2142,1321,2033,1553,1426,1313,1253,1148,918
0.126046901172529,0.0661016949152542,0.133868243243243,0.223949579831933,0,0,0.08068669527897,0,0.114932520679147,0.139135254988914,0.186537364517969,0.107409925220938,0.0926864590876177,0.102423768569195,0.0838323353293413
