662,179,784,566,95,51,283,686,944,379,164
6511,2461,3928,3402,2772,2920,1863,3719,3248,485,1120
0.0922905339467447,0.0678030303030303,0.166383701188455,0.142641129032258,0.0331356818974538,0.0171659373948166,0.131873252562908,0.155732122587968,0.225190839694656,0.438657407407407,0.127725856697819
