109,511,369,242,671,109,47,488,460,155,97,474,382,327,319,101
625,1133,1196,462,793,812,769,816,430,1159,1230,464,419,446,385,621
0.14850136239782,0.310827250608272,0.235782747603834,0.34375,0.458333333333333,0.118349619978284,0.0575980392156863,0.374233128834356,0.51685393258427,0.117960426179604,0.0730972117558402,0.505330490405117,0.476903870162297,0.423027166882277,0.453125,0.1398891966759
