1623,2151,382,1357,2289,34,1042,1779,1158,2157,2059,541,11,0,0,996,1511,38,817,434,272,220
1977,1449,365,2144,1290,783,1038,1816,867,1430,1419,1213,382,162,0,734,1256,683,449,224,630,602
0.450833333333333,0.5975,0.511378848728246,0.387603541845187,0.639564124056999,0.0416156670746634,0.500961538461538,0.494853963838665,0.571851851851852,0.601338165597993,0.592006900517539,0.308437856328392,0.0279898218829517,0,NaN,0.575722543352601,0.546078785688471,0.0527045769764216,0.645339652448657,0.659574468085106,0.301552106430155,0.267639902676399
