109,1083,517,186,364,566,220,58,496,239
2605,6114,2523,2502,3639,4629,956,1957,1670,289
0.0401621223286662,0.150479366402668,0.170065789473684,0.0691964285714286,0.0909318011491382,0.108950914340712,0.187074829931973,0.0287841191066998,0.228993536472761,0.452651515151515
