3438,2486,2481,154,2881,778,3209,3939,1512,731,1280,748
3746,2752,4586,985,3087,1660,2795,2736,3688,760,432,376
0.478563474387528,0.474608629247805,0.351068345832744,0.135206321334504,0.482741286863271,0.319114027891715,0.534477015323118,0.590112359550562,0.290769230769231,0.49027498323273,0.747663551401869,0.665480427046263
