779,356,2608,453,2254,2808,1790,0,1865,2009,320,2133,815,1059
2489,1583,3589,1664,4784,3213,3350,274,3667,2230,616,2261,766,592
0.238372093023256,0.183599793708097,0.42084879780539,0.213982050070855,0.320261437908497,0.466367713004484,0.348249027237354,0,0.337129428778019,0.473932531257372,0.341880341880342,0.485434683659536,0.515496521189121,0.641429436705027
