0,0,136,59,0,455,0,0,188,15,99,54,0,0,114
588,763,1523,1498,875,1621,483,548,973,623,392,489,645,481,493
0,0,0.0819770946353225,0.037893384714194,0,0.219171483622351,0,0,0.161929371231697,0.0235109717868339,0.20162932790224,0.0994475138121547,0,0,0.187808896210873
