982,167,71,0,123,1172,1114,0,477,623,745,587,862,1388,743,175
6217,1090,504,1251,1081,3806,3757,518,1066,2690,2504,1399,3763,2290,228,358
0.136407834421447,0.13285600636436,0.123478260869565,0,0.102159468438538,0.235435918039373,0.228700472182303,0,0.309138042773817,0.188047087232116,0.229301323484149,0.295568982880161,0.186378378378378,0.377379010331702,0.76519052523172,0.328330206378987
