3149,85,3007,0,3114,1784,1786,1111,974,2287,1901,342,631,339
4016,2054,4030,365,3981,3676,5135,3161,1822,3561,742,2552,546,284
0.439497557571528,0.0397381954184198,0.427312775330396,0,0.438900634249471,0.326739926739927,0.258055194336079,0.260065543071161,0.348354792560801,0.391073871409029,0.719258418463867,0.118175535590878,0.536108751062022,0.54414125200642
