1812,1212,1566,964,3758,111,983,484,313,189,1455,793,955,286,901,1534,937,428,328,695,521,0
5270,5796,5620,6070,3412,963,6154,6448,2608,1225,5415,5864,5623,1761,5436,4672,2343,3762,3750,3326,3306,1509
0.255859926574414,0.172945205479452,0.217923740606735,0.137048620983793,0.524128312412831,0.103351955307263,0.13773294101163,0.0698211194460473,0.107155083875385,0.133663366336634,0.2117903930131,0.119122727955536,0.145180906050471,0.13971665852467,0.142180842670033,0.247180148243635,0.285670731707317,0.102147971360382,0.0804315841098578,0.172842576473514,0.136137967076039,0
