1267,2742,2179,230,2709,1072,58,786,3726,1007,2047,116,0,1934,3094,1411,3617,112,203,642,319,652,955,317
4218,4284,4977,1714,4257,1654,299,1570,3330,3529,4677,824,515,2869,3562,1365,2167,1323,2201,3210,826,1929,654,968
0.230993618960802,0.390264730999146,0.304499720514254,0.118312757201646,0.388888888888889,0.393250183418929,0.162464985994398,0.333616298811545,0.528061224489796,0.22200176366843,0.304431885782272,0.123404255319149,0,0.402665001041016,0.46484375,0.50828530259366,0.625345781466113,0.0780487804878049,0.0844425956738769,0.166666666666667,0.278602620087336,0.252615265401007,0.593536357986327,0.246692607003891
