931,1469,225,390,0,604,1392,818,518,65,121,202,285,119,551,112,1094,888,651,295,744,910,1143,382,730,430,122
6268,5529,1091,2211,1333,6407,5708,3134,6638,1110,1216,1476,1881,2048,3928,3839,6089,6099,3163,6439,4771,3844,3353,3950,3101,2527,1191
0.12932351715516,0.209917119176908,0.1709726443769,0.149942329873126,0,0.0861503351875624,0.196056338028169,0.206983805668016,0.0723868082727781,0.0553191489361702,0.0905011219147345,0.120381406436234,0.131578947368421,0.0549146285186894,0.123018530922081,0.0283472538597823,0.152304051232076,0.127093173035638,0.17068694284216,0.0438075438075438,0.134904805077063,0.191417753470761,0.254225978647687,0.0881809787626962,0.190550770033934,0.145417653026716,0.0929169840060929
