612,8,94,644,0,51,0,684,1147,937,175
3977,1108,745,5360,365,2412,278,3400,2947,1181,1323
0.133362388319895,0.00716845878136201,0.112038140643623,0.1072618254497,0,0.0207064555420219,0,0.167482859941234,0.280166096726917,0.442398489140699,0.116822429906542
