6991,100,714,6469,552,497,2035,4795,6454,6612,363,156,6114,5921,5530,5936,1024,4247,5839,443,852,572,1955,401,1189,4571,3975,4444,4422,2742,3256,2896,982
208,242,19,541,65,315,98,75,366,340,201,266,516,416,810,337,0,224,352,64,51,233,80,151,129,260,858,90,90,467,151,340,559
0.971107098208084,0.292397660818713,0.974079126875853,0.922824536376605,0.894651539708266,0.612068965517241,0.954055321143929,0.984599589322382,0.94633431085044,0.951093210586881,0.643617021276596,0.369668246445498,0.922171945701358,0.934353795171217,0.872239747634069,0.946277698071098,1,0.949899351375531,0.943143272492328,0.873767258382643,0.943521594684385,0.71055900621118,0.960687960687961,0.726449275362319,0.902124430955994,0.946180914924446,0.822470515207945,0.98014997794442,0.980053191489362,0.854471798067934,0.955679483416495,0.894932014833127,0.63724853990915
