5965,6809,6979,95,371,294,6455,639,918,1688,2074,281,940,945,1542,4934,1350,4345,606,274,599,354,3726,3339,1109,2763,2970,161,2792,258,932,569,256,82
1234,323,199,328,151,0,304,60,130,218,275,65,369,171,248,279,592,203,61,70,236,33,74,294,250,591,273,102,136,137,972,311,148,680
0.828587303792193,0.954711160964666,0.972276400111452,0.224586288416076,0.710727969348659,1,0.955022932386448,0.914163090128755,0.875954198473282,0.885624344176285,0.882928905917412,0.812138728323699,0.718105423987777,0.846774193548387,0.86145251396648,0.946479953961251,0.695159629248198,0.955364995602463,0.908545727136432,0.796511627906977,0.717365269461078,0.914728682170543,0.980526315789474,0.919075144508671,0.816041206769684,0.823792486583184,0.91581868640148,0.612167300380228,0.953551912568306,0.653164556962025,0.489495798319328,0.646590909090909,0.633663366336634,0.10761154855643
