6624,6871,303,1178,498,399,6468,236,215,303,397,322,5911,342,393,257,5656,5078,699,400,1579,4956,1061,2900,1763,4482,3776,3136,3495,2786
478,321,15,432,100,178,450,78,107,7,6,24,209,163,63,141,99,589,24,109,80,285,145,79,53,194,200,491,53,184
0.932695015488595,0.955367074527253,0.952830188679245,0.73167701863354,0.832775919732441,0.691507798960139,0.934952298352125,0.751592356687898,0.667701863354037,0.97741935483871,0.985111662531017,0.930635838150289,0.965849673202614,0.677227722772277,0.861842105263158,0.64572864321608,0.982797567332754,0.896064937356626,0.966804979253112,0.785854616895874,0.951778179626281,0.945621064682313,0.879767827529022,0.973481033903995,0.970814977973568,0.958511548331908,0.949698189134809,0.86462641301351,0.985062006764374,0.938047138047138
