5594,5055,5822,5372,6075,5258,4545,222,532,6026,5497,2731,6270,5098,5613,4018,2585
1605,2144,1360,1810,1124,1895,2033,282,379,1151,1411,915,904,1866,914,1571,563
0.777052368384498,0.702180858452563,0.810637705374547,0.747981063770537,0.843867203778302,0.735076191807633,0.690939495287321,0.44047619047619,0.58397365532382,0.839626584924063,0.795744064852345,0.749040043883708,0.873989406189016,0.732050545663412,0.859966293856289,0.71891214886384,0.821156289707751
