326,238,372,5318,818,6224,167,1469,6085,281,381,5784,459,5650,242,66,506,5175,5231,4845,420,4533,2008,4681,823,3651,1364,3615,3219,1189,2131,1473,0
8,326,506,1472,398,172,451,28,247,144,104,192,65,158,167,475,193,288,218,493,92,168,613,118,251,430,202,529,215,1605,121,313,513
0.976047904191617,0.421985815602837,0.42369020501139,0.783210603829161,0.672697368421053,0.973108192620388,0.270226537216828,0.981295925183701,0.960991787744788,0.661176470588235,0.785567010309278,0.967871485943775,0.875954198473282,0.972796143250689,0.591687041564792,0.121996303142329,0.723891273247496,0.947281713344316,0.959992659203524,0.907643312101911,0.8203125,0.964262922782387,0.766119801602442,0.975411544071682,0.766294227188082,0.894633668218574,0.871008939974457,0.87234555984556,0.93739079790332,0.425554760200429,0.946269982238011,0.82474804031355,0
