404,239,5618,6658,6633,6483,5760,6219,5575,5583,5568,5292,3257,425
564,28,823,115,106,139,260,74,562,375,129,265,1014,332
0.417355371900826,0.895131086142322,0.872224809812141,0.983020817953639,0.984270663303161,0.979009362730293,0.956810631229236,0.98824090259018,0.908424311552876,0.93705941591138,0.977356503422854,0.952312398776318,0.762584874736596,0.561426684280053
