2821,1902,3226,422,932,571,681,745,929,1534,862,1455,396,2709,1639,1869,1508,1119,1951,1567,2096,1299,427,1038,1125,1100,688,490
4335,5166,3871,2792,1388,2578,3599,2932,4837,1988,4662,3264,1915,4325,3902,4980,5109,1747,3749,3921,3011,3127,3184,2354,2148,2006,2351,2040
0.394214645053102,0.269100169779287,0.454558264055235,0.131300560049782,0.401724137931035,0.181327405525564,0.15911214953271,0.202610824041338,0.161116892126257,0.435547984099943,0.156046343229544,0.308328035600763,0.171354392038079,0.385129371623543,0.29579498285508,0.272886552781428,0.227897838899804,0.390439637124913,0.342280701754386,0.285532069970845,0.410417074603485,0.293492995933122,0.118249792301302,0.306014150943396,0.343721356553621,0.354153251770766,0.226390259953932,0.193675889328063
