Expt,Track,# Sharp Turns,Omega Turns,Blip Turns,Reversals,Second Reversals,Distance Traveled,Average Run Length,Positive Average Run Length,Positive Average X Displacement,Negative Average Run Length,Negative Average X Displacement,Positive Run Count,Negative Run Count,Fraction Neg Runs,Negative Bias Count,Positive Bias Count,posTimeAvg,negTimeAvg,posVelocityAvg,negVelocityAvg,posCurveIndexAvg,negCurveIndexAvg,posWVIAvg,negWVIAvg,StartCountBias,StartLengthBias,TTXI,TTXV,absTTXV
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316e_N2_CGC_20C_d8C_H\210316e_N2_CGC_20C_d8C_H_w1a_tracks.bin,11,42,14,21,6,1,-95,11.514327,4.780593,2.742198,17.730083,9.876493,12,13,0.520000,-7.149622,7.757752,13.000000,28.269231,0.362453,0.531086,0.988518,0.928165,0.508988,0.475873,0.473373,0.479533,-0.575260,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316e_N2_CGC_20C_d8C_H\210316e_N2_CGC_20C_d8C_H_w1a_tracks.bin,12,124,74,15,28,7,264,31.115496,36.736542,14.427715,17.062876,7.192712,25,10,0.285714,-5.747387,18.010633,33.200000,18.500000,0.779379,0.816354,0.865199,0.812579,0.440040,0.548977,0.469169,0.469081,0.365685,1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316e_N2_CGC_20C_d8C_H\210316e_N2_CGC_20C_d8C_H_w1a_tracks.bin,13,116,75,13,24,4,-90,39.075748,42.787918,18.892141,35.869781,20.444175,19,22,0.536585,-13.957967,10.973740,27.736842,20.568182,1.263380,1.483093,0.800382,0.873945,0.457187,0.541976,0.475845,0.458331,0.087952,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316e_N2_CGC_20C_d8C_H\210316e_N2_CGC_20C_d8C_H_w1a_tracks.bin,14,120,62,16,36,6,96,22.303947,22.120163,12.412498,22.598003,11.606689,16,10,0.384615,-5.238123,9.509190,16.531250,24.150000,1.510306,0.971961,0.933610,0.837250,0.446446,0.535932,0.470455,0.460598,-0.010686,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316e_N2_CGC_20C_d8C_H\210316e_N2_CGC_20C_d8C_H_w1a_tracks.bin,15,153,81,22,40,10,342,30.468784,34.820602,17.864217,22.309128,9.275063,30,16,0.347826,-8.230713,17.235338,23.400000,17.406250,1.305339,1.257978,0.925958,0.953991,0.447730,0.446687,0.469136,0.452171,0.219001,2,2 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316e_N2_CGC_20C_d8C_H\210316e_N2_CGC_20C_d8C_H_w1a_tracks.bin,16,189,110,25,45,9,758,58.004204,56.402679,31.039001,61.634331,18.542289,34,15,0.306122,-9.312089,22.830309,37.338235,42.733333,1.233841,1.013874,0.862998,0.797349,0.441814,0.466558,0.459813,0.472044,-0.044322,4,4 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316e_N2_CGC_20C_d8C_H\210316e_N2_CGC_20C_d8C_H_w1a_tracks.bin,17,263,145,37,67,14,396,34.380867,33.038773,18.303216,36.648544,14.965578,49,29,0.371795,-15.223248,30.427483,24.704082,29.913793,1.022944,0.982408,0.852982,0.866165,0.454458,0.497804,0.458401,0.488471,-0.051800,2,2 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316e_N2_CGC_20C_d8C_H\210316e_N2_CGC_20C_d8C_H_w1a_tracks.bin,18,170,97,22,43,8,445,58.595898,52.148327,23.159601,74.356621,29.806471,44,18,0.290323,-10.633354,27.523436,36.875000,51.305556,1.266153,1.183680,0.847696,0.826702,0.434226,0.479309,0.459259,0.498066,-0.175553,2,2 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316e_N2_CGC_20C_d8C_H\210316e_N2_CGC_20C_d8C_H_w1a_tracks.bin,19,29,18,3,8,0,148,53.380833,64.137642,34.497721,21.110413,15.547058,6,2,0.250000,-1.456228,3.946051,44.666667,17.250000,1.420598,1.100899,0.932782,0.898114,0.470254,0.390261,0.458272,0.499977,0.504730,1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316e_N2_CGC_20C_d8C_H\210316e_N2_CGC_20C_d8C_H_w1a_tracks.bin,20,168,89,19,48,12,507,60.949680,67.536133,21.359132,48.106102,13.411972,39,20,0.338983,-9.559240,23.068724,44.397436,29.125000,1.331018,1.373739,0.846368,0.855421,0.464050,0.409537,0.466307,0.509272,0.168018,3,3 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316e_N2_CGC_20C_d8C_H\210316e_N2_CGC_20C_d8C_H_w1a_tracks.bin,21,138,89,18,28,3,523,55.145195,68.090645,30.238100,37.492313,15.539828,30,22,0.423077,-14.203249,19.415407,55.033333,31.818182,0.942435,0.970630,0.748580,0.826101,0.413075,0.434050,0.477330,0.510587,0.289804,3,3 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316e_N2_CGC_20C_d8C_H\210316e_N2_CGC_20C_d8C_H_w1a_tracks.bin,22,113,66,5,33,9,226,21.759905,27.535961,18.138604,11.940614,4.453845,17,10,0.370370,-5.192348,12.221960,21.647059,14.550000,1.228716,0.950458,0.940754,0.802617,0.446089,0.566608,0.472594,0.511394,0.395053,1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316e_N2_CGC_20C_d8C_H\210316e_N2_CGC_20C_d8C_H_w1a_tracks.bin,23,50,22,9,15,4,161,32.681320,36.419334,19.945124,25.828306,7.148743,11,6,0.352941,-2.858303,6.741378,22.136364,19.250000,1.461229,1.228552,0.934106,0.917831,0.538995,0.409624,0.472554,0.510139,0.170143,1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316e_N2_CGC_20C_d8C_H\210316e_N2_CGC_20C_d8C_H_w1a_tracks.bin,24,75,35,18,19,3,182,58.079361,69.122917,32.494971,43.019974,25.838923,15,11,0.423077,-8.857370,9.680684,40.566667,32.272727,1.325209,1.095210,0.880859,0.816980,0.456287,0.440586,0.474537,0.516927,0.232765,1,1 
