Expt,Track,# Sharp Turns,Omega Turns,Blip Turns,Reversals,Second Reversals,Distance Traveled,Average Run Length,Positive Average Run Length,Positive Average X Displacement,Negative Average Run Length,Negative Average X Displacement,Positive Run Count,Negative Run Count,Fraction Neg Runs,Negative Bias Count,Positive Bias Count,posTimeAvg,negTimeAvg,posVelocityAvg,negVelocityAvg,posCurveIndexAvg,negCurveIndexAvg,posWVIAvg,negWVIAvg,StartCountBias,StartLengthBias,TTXI,TTXV,absTTXV
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,1,169,89,28,39,13,121,12.501508,14.658614,4.273343,8.322112,1.851128,31,16,0.340426,-6.841887,15.520991,17.709677,13.812500,0.635927,0.502958,0.879198,0.804198,0.546853,0.510917,0.319149,0.611468,0.275731,1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,2,84,28,32,18,6,-67,34.141911,20.801245,10.482040,47.482574,16.389297,16,16,0.500000,-8.492500,9.366391,15.968750,35.968750,1.187678,1.241294,0.967232,0.964523,0.471581,0.507189,0.392405,0.701244,-0.390742,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,3,24,10,10,4,0,-84,16.863436,22.653883,8.301740,13.745502,10.366849,7,13,0.650000,-10.551871,4.189380,21.071429,24.346154,1.990471,0.302841,0.852104,0.660466,0.387602,0.490621,0.434343,0.660763,0.244740,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,4,208,64,79,42,23,125,35.525742,36.657963,13.583353,34.314533,12.841030,46,43,0.483146,-21.887014,24.959946,28.673913,26.651163,1.064252,1.176300,0.919584,0.951460,0.491628,0.505345,0.468085,0.603943,0.033019,1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,5,91,35,25,24,7,-81,19.719326,17.840273,10.083778,21.222570,11.438947,16,20,0.555556,-11.971028,9.907461,13.031250,15.150000,1.398268,1.307251,0.976985,0.875523,0.489293,0.483966,0.468750,0.606801,-0.086586,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,6,104,45,20,31,8,79,20.688105,19.298389,5.360665,23.930771,15.131985,21,9,0.300000,-5.667114,9.153721,15.952381,16.555556,0.957053,1.403621,0.898566,0.874542,0.450694,0.483624,0.456693,0.614202,-0.107159,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,7,251,80,75,69,27,-156,28.081118,22.685957,8.450904,32.418404,10.524737,41,51,0.554348,-25.425877,23.863932,20.487805,27.539216,0.868383,0.943908,0.924874,0.898778,0.469893,0.523285,0.453757,0.573844,-0.176618,-1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,8,142,66,38,31,7,81,46.995304,63.946178,11.846910,26.537354,11.193616,35,29,0.453125,-15.494602,11.860834,44.814286,17.827586,1.348901,1.311863,0.934366,0.919214,0.498309,0.473141,0.470732,0.578482,0.413432,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,9,265,92,86,66,21,358,31.175240,33.366871,12.060686,28.181795,9.376405,56,41,0.422680,-19.279533,30.310446,25.303571,22.780488,1.140174,1.028409,0.930785,0.912702,0.497638,0.545622,0.457594,0.556063,0.084244,2,2 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,10,92,38,24,25,5,140,19.703699,21.037045,7.638218,16.592560,3.429538,21,9,0.300000,-3.435117,9.677280,20.976190,17.333333,0.956027,0.832313,0.938189,0.860812,0.526644,0.549730,0.448790,0.555427,0.118111,1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,11,118,63,23,26,6,4,5.946328,6.121930,1.976662,5.770726,2.724644,16,16,0.500000,-10.290772,11.243320,17.031250,12.968750,0.342143,0.535097,0.500984,0.639639,0.456874,0.506572,0.451670,0.552645,0.029531,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,12,197,65,79,41,12,568,34.830494,36.953304,13.166439,30.094984,8.100361,58,26,0.309524,-12.528068,29.736778,27.034483,25.076923,1.141860,0.999953,0.909196,0.873347,0.475449,0.495881,0.442573,0.530455,0.102289,3,3 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,13,168,67,38,43,20,-116,35.215904,24.423584,8.245777,44.549805,10.450700,32,37,0.536232,-19.927507,21.447254,22.031250,35.648649,0.719077,0.778709,0.750151,0.705643,0.468725,0.456916,0.448753,0.519570,-0.291797,-1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,14,142,35,62,34,11,328,29.578798,33.643574,8.428145,17.862675,5.484777,49,17,0.257576,-5.712708,18.272432,32.204082,16.764706,0.955218,1.052480,0.974579,0.958465,0.484553,0.476144,0.446701,0.523555,0.306388,2,2 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,15,210,112,52,36,10,42,21.017241,25.798597,9.618905,16.798397,7.526148,30,34,0.531250,-21.472548,14.477575,25.000000,18.852941,0.860161,0.672619,0.907278,0.844285,0.475422,0.485685,0.457746,0.517135,0.211287,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,16,138,37,41,39,21,38,46.264923,57.000931,12.127286,35.926552,9.926518,26,27,0.509434,-12.008399,8.996413,47.961538,29.777778,1.060087,0.993280,0.920460,0.944546,0.475138,0.480199,0.465193,0.515652,0.226783,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,17,121,41,36,31,13,334,33.535606,37.861889,12.783430,20.917282,7.387685,35,12,0.255319,-5.598498,16.780153,33.171429,19.750000,0.909690,1.024784,0.877564,0.961513,0.497362,0.514727,0.464286,0.512222,0.288276,2,2 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,18,134,66,36,23,9,207,33.250198,33.570435,6.495248,32.502991,3.916402,42,18,0.300000,-4.480334,14.465301,32.214286,29.861111,0.844130,0.939106,0.922421,0.924973,0.512745,0.461508,0.460474,0.521759,0.016155,1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316d_DCR5283_inx1gk_20C_d8C_H\210316d_DCR5283_inx1gk_20C_d8C_H_w1a_tracks.bin,19,49,14,11,17,7,0,27.158985,26.004004,7.250376,28.891455,11.739822,12,8,0.400000,-3.533739,5.093116,19.666667,23.937500,1.160016,1.123964,0.863215,0.921856,0.519754,0.596630,0.460271,0.521864,-0.052599,0,0 
