Expt,Track,# Sharp Turns,Omega Turns,Blip Turns,Reversals,Second Reversals,Distance Traveled,Average Run Length,Positive Average Run Length,Positive Average X Displacement,Negative Average Run Length,Negative Average X Displacement,Positive Run Count,Negative Run Count,Fraction Neg Runs,Negative Bias Count,Positive Bias Count,posTimeAvg,negTimeAvg,posVelocityAvg,negVelocityAvg,posCurveIndexAvg,negCurveIndexAvg,posWVIAvg,negWVIAvg,StartCountBias,StartLengthBias,TTXI,TTXV,absTTXV
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316c_DCR5281_inx1tmoc6_20C_d8C_H\210316c_DCR5281_inx1tm_oc6_20C_d8C_H_w1a_tracks.bin,1,256,75,84,64,33,296,29.337460,17.634558,7.482446,52.011837,5.509907,62,32,0.340426,-12.260736,38.318172,16.758065,38.515625,0.963253,1.068077,0.967449,0.971627,0.492422,0.492816,0.382979,0.734332,-0.493597,1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316c_DCR5281_inx1tmoc6_20C_d8C_H\210316c_DCR5281_inx1tm_oc6_20C_d8C_H_w1a_tracks.bin,2,185,67,46,53,19,278,31.309086,37.478119,9.047318,22.466803,4.514187,43,30,0.410959,-15.346530,23.930923,34.290698,24.016667,0.700681,0.591975,0.831047,0.780003,0.527502,0.510556,0.395210,0.611062,0.250418,1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316c_DCR5281_inx1tmoc6_20C_d8C_H\210316c_DCR5281_inx1tm_oc6_20C_d8C_H_w1a_tracks.bin,3,166,57,44,48,17,-102,45.340225,31.928179,11.864188,58.752266,14.508608,33,33,0.500000,-16.289186,16.257294,31.818182,49.772727,0.918380,1.065493,0.907780,0.962205,0.486534,0.514603,0.420601,0.582230,-0.295809,-1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316c_DCR5281_inx1tmoc6_20C_d8C_H\210316c_DCR5281_inx1tm_oc6_20C_d8C_H_w1a_tracks.bin,4,114,52,21,32,9,-45,16.351206,15.239079,8.975088,17.008373,7.922125,13,22,0.628571,-10.835084,7.919261,17.076923,25.659091,0.647180,0.556761,0.687381,0.781685,0.461132,0.547031,0.432836,0.570473,-0.054866,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316c_DCR5281_inx1tmoc6_20C_d8C_H\210316c_DCR5281_inx1tm_oc6_20C_d8C_H_w1a_tracks.bin,5,40,9,19,9,3,30,53.602840,47.175270,11.627258,66.457993,20.982980,14,7,0.333333,-3.371592,7.116116,35.821429,56.071429,0.984744,1.014339,0.880589,0.878742,0.521659,0.564125,0.429066,0.598164,-0.169693,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316c_DCR5281_inx1tmoc6_20C_d8C_H\210316c_DCR5281_inx1tm_oc6_20C_d8C_H_w1a_tracks.bin,6,91,53,9,22,7,122,27.895205,30.250040,12.910307,25.393192,8.265182,17,16,0.484848,-9.052843,9.473866,32.676471,28.750000,0.877777,0.774550,0.904067,0.858362,0.521689,0.498302,0.428571,0.596092,0.087286,1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316c_DCR5281_inx1tmoc6_20C_d8C_H\210316c_DCR5281_inx1tm_oc6_20C_d8C_H_w1a_tracks.bin,7,93,32,41,16,4,141,12.059623,11.616718,5.237504,13.034011,5.152767,33,15,0.312500,-7.727123,20.103775,25.030303,25.600000,0.353221,0.446621,0.807907,0.830842,0.504193,0.515373,0.421622,0.606574,-0.057495,1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316c_DCR5281_inx1tmoc6_20C_d8C_H\210316c_DCR5281_inx1tm_oc6_20C_d8C_H_w1a_tracks.bin,8,131,56,33,34,8,352,36.022346,35.779537,15.177979,36.640400,8.911344,28,11,0.282051,-5.134681,17.327557,25.392857,27.454545,0.991726,1.097988,0.859490,0.917592,0.497752,0.546345,0.420538,0.595095,-0.011887,2,2 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316c_DCR5281_inx1tmoc6_20C_d8C_H\210316c_DCR5281_inx1tm_oc6_20C_d8C_H_w1a_tracks.bin,9,192,71,43,52,26,73,21.841110,20.716131,10.154742,23.116089,8.327047,34,30,0.468750,-16.397308,20.149647,24.661765,27.050000,0.605648,0.628712,0.836719,0.870943,0.493890,0.534344,0.420719,0.595423,-0.054753,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316c_DCR5281_inx1tmoc6_20C_d8C_H\210316c_DCR5281_inx1tm_oc6_20C_d8C_H_w1a_tracks.bin,10,103,31,35,27,10,-54,25.671539,22.771420,6.491535,28.949936,9.923377,26,23,0.469388,-12.831006,14.976044,22.826923,28.565217,0.824447,0.874075,0.954039,0.946596,0.516408,0.497166,0.429119,0.606505,-0.119458,0,0 
