Expt,Track,# Sharp Turns,Omega Turns,Blip Turns,Reversals,Second Reversals,Distance Traveled,Average Run Length,Positive Average Run Length,Positive Average X Displacement,Negative Average Run Length,Negative Average X Displacement,Positive Run Count,Negative Run Count,Fraction Neg Runs,Negative Bias Count,Positive Bias Count,posTimeAvg,negTimeAvg,posVelocityAvg,negVelocityAvg,posCurveIndexAvg,negCurveIndexAvg,posWVIAvg,negWVIAvg,StartCountBias,StartLengthBias,TTXI,TTXV,absTTXV
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316b_ola375_F2_5_20C_d8C_H\210316b_ola375_F2_5_20C_d8C_H_w1a_tracks.bin,1,200,72,60,48,20,182,31.769955,32.162834,16.502438,31.353260,10.886330,35,33,0.485294,-19.658562,23.916582,27.485714,24.893939,1.015091,1.144423,0.916022,0.929658,0.543365,0.525183,0.455882,0.554036,0.012746,1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316b_ola375_F2_5_20C_d8C_H\210316b_ola375_F2_5_20C_d8C_H_w1a_tracks.bin,2,19,8,3,6,2,69,38.428139,41.791756,25.011987,30.019096,25.598022,5,2,0.285714,-1.792398,3.173933,24.300000,14.250000,1.753091,2.130366,0.929827,0.994481,0.622817,0.501521,0.440000,0.538455,0.163940,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316b_ola375_F2_5_20C_d8C_H\210316b_ola375_F2_5_20C_d8C_H_w1a_tracks.bin,3,14,3,5,3,3,118,57.422958,59.886261,54.489899,52.496353,48.906006,4,2,0.333333,-1.973945,3.720337,42.875000,39.500000,1.289910,1.337847,0.989006,0.986574,0.499215,0.469000,0.432099,0.524896,0.065757,1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316b_ola375_F2_5_20C_d8C_H\210316b_ola375_F2_5_20C_d8C_H_w1a_tracks.bin,4,75,32,16,22,5,-94,15.646474,17.298212,7.023916,14.655431,8.896082,12,20,0.625000,-13.013323,5.604377,25.291667,19.900000,0.656810,0.634563,0.813033,0.921771,0.514153,0.493850,0.495575,0.488748,0.082707,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316b_ola375_F2_5_20C_d8C_H\210316b_ola375_F2_5_20C_d8C_H_w1a_tracks.bin,5,39,20,7,10,2,39,56.997368,78.786186,8.796927,40.050507,17.764567,7,9,0.562500,-5.345968,3.543565,59.642857,35.055556,0.962494,1.065437,0.824021,0.785380,0.578775,0.546593,0.472868,0.455021,0.325957,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316b_ola375_F2_5_20C_d8C_H\210316b_ola375_F2_5_20C_d8C_H_w1a_tracks.bin,6,222,95,61,49,17,157,39.846836,42.815208,15.744327,35.752525,18.397272,40,29,0.420290,-17.433603,25.165169,33.612500,28.103448,0.928204,1.057578,0.901064,0.907656,0.481623,0.489820,0.464646,0.528840,0.089893,1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316b_ola375_F2_5_20C_d8C_H\210316b_ola375_F2_5_20C_d8C_H_w1a_tracks.bin,7,197,94,44,50,9,76,40.641811,44.039146,11.459283,37.414337,9.956641,38,40,0.512821,-14.985234,16.324692,33.697368,27.950000,1.124352,1.084466,0.899782,0.897778,0.524176,0.502967,0.474638,0.523068,0.081332,0,0 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316b_ola375_F2_5_20C_d8C_H\210316b_ola375_F2_5_20C_d8C_H_w1a_tracks.bin,8,92,42,26,20,4,-214,143.037842,156.285248,24.699112,131.882141,31.385363,16,19,0.542857,-9.342680,7.717207,93.218750,87.026316,1.062923,1.142403,0.701433,0.808533,0.469338,0.529282,0.472669,0.487510,0.084684,-1,1 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316b_ola375_F2_5_20C_d8C_H\210316b_ola375_F2_5_20C_d8C_H_w1a_tracks.bin,9,212,94,57,49,12,-358,49.547493,57.262249,20.506205,43.118526,24.216817,35,42,0.545455,-22.417831,17.398298,39.957143,28.261905,1.339056,1.374644,0.928684,0.940266,0.481127,0.518021,0.484536,0.504843,0.140901,-2,2 
Y:\Gus\Ttx\Analysis\210316_Figs_1_&_2\210316b_ola375_F2_5_20C_d8C_H\210316b_ola375_F2_5_20C_d8C_H_w1a_tracks.bin,10,237,92,54,69,22,-205,37.761768,40.683102,10.731163,35.637169,11.703824,32,44,0.578947,-19.161192,14.600669,30.187500,25.659091,1.121737,1.254010,0.900819,0.949827,0.489216,0.489734,0.497845,0.494387,0.066115,-1,1 
