5256,3731,5705,1138,1936,2033,857,2364,2565,2905,2526,3653,1633,4932,3581,5094,4445,2300,2927,2364,3761,2775,966,1714,2611,2083,1833,1063
1900,3337,1392,2076,384,1116,3423,1313,3201,617,2998,1066,678,2102,1960,1755,2172,566,2773,3124,1346,1651,2645,1678,662,1023,1206,1467
0.734488541084405,0.527872099603848,0.80386078624771,0.354075917859365,0.83448275862069,0.645601778342331,0.200233644859813,0.642915420179494,0.444849115504683,0.824815445769449,0.457277335264301,0.774104683195592,0.706620510601471,0.701165766278078,0.646273235878,0.743758212877792,0.671754571558108,0.802512212142359,0.513508771929825,0.430758017492711,0.736440180144899,0.626976954360597,0.267515923566879,0.505306603773585,0.797739077299114,0.670637475853187,0.603158933859822,0.420158102766798
