576.132690429688,824.906372070312,820.948852539062,802.644653320312,851.187133789062,1148.43676757812,1187.890625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
576.161010742188,825.022216796875,820.849243164062,802.285766601562,851.148803710938,1148.06518554688,1188.205078125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
576.096618652344,825.072875976562,820.946655273438,802.234252929688,851.201110839844,1147.12109375,1188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
575.948120117188,825.135009765625,820.947021484375,801.939270019531,851.225158691406,1146.85205078125,1188.15869140625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
575.720336914062,825.403442382812,821.073303222656,801.535888671875,851.278076171875,1146.58813476562,1188.79931640625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
575.763488769531,825.27880859375,821.297119140625,801.446044921875,851.545654296875,1146.19409179688,1189.01904296875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
575.844604492188,825.278991699219,821.359497070312,801.219055175781,851.653198242188,1145.44750976562,1189.02001953125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
575.7685546875,825.358337402344,821.404296875,800.81396484375,851.72265625,1144.96948242188,1188.8046875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
575.897827148438,825.207275390625,821.766967773438,800.6396484375,852.023071289062,1144.13720703125,1189.22802734375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
576.090087890625,825.191284179688,822.032470703125,800.59521484375,852.658081054688,1142.5361328125,1189.72534179688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
575.736938476562,825.242309570312,822.170288085938,800.501281738281,853.377197265625,1141.78076171875,1190.02685546875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
575.71142578125,825.246154785156,822.495910644531,800.492248535156,853.937622070312,1141.154296875,1189.826171875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
575.786865234375,825.054504394531,823.004516601562,800.574584960938,854.123352050781,1140.63366699219,1189.77221679688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
