1425,4966,3614,4743,3964,6117,2268,1121,4670,3370,5048,3896,4217,5526,1585,4420,5425,5288,5240,2821,4220,1087,4146,2997,2189,3873,1884,1445
631,1974,645,2066,1397,868,300,279,677,1120,1869,469,1532,1521,537,1058,1156,1252,1151,202,1558,329,1564,655,865,562,359,63
0.693093385214008,0.715561959654179,0.848555999060812,0.696578058452049,0.739414288379034,0.875733715103794,0.883177570093458,0.800714285714286,0.873386945951001,0.750556792873051,0.729796154402197,0.892554410080183,0.733518872847452,0.784163473818646,0.74693685202639,0.806863818912012,0.824342805044826,0.808562691131498,0.819902988577687,0.933178961296725,0.730356524749048,0.767655367231638,0.726094570928196,0.820646221248631,0.716764898493779,0.873280721533258,0.839946500222916,0.958222811671088
