Expt,Track,# Sharp Turns,Omega Turns,Blip Turns,Reversals,Second Reversals,Distance Traveled,Average Run Length,Positive Average Run Length,Positive Average X Displacement,Negative Average Run Length,Negative Average X Displacement,Positive Run Count,Negative Run Count,Fraction Neg Runs,Negative Bias Count,Positive Bias Count,posTimeAvg,negTimeAvg,posVelocityAvg,negVelocityAvg,posCurveIndexAvg,negCurveIndexAvg,posWVIAvg,negWVIAvg,StartCountBias,StartLengthBias,TTXI,TTXV,absTTXV
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,1,229,120,49,48,12,362,28.021679,26.991879,12.692202,29.608128,8.367369,57,37,0.393617,-16.549427,36.109856,23.043860,24.216216,1.054664,1.134962,0.899107,0.903394,0.475005,0.504369,0.468085,0.441834,-0.046223,2,2 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,2,92,51,14,21,6,-101,14.801212,12.370573,6.751522,17.079937,12.051765,15,16,0.516129,-13.811018,12.208264,15.633333,20.437500,0.626772,0.760848,0.783635,0.867768,0.501104,0.430474,0.480000,0.457015,-0.159908,-1,1 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,3,51,24,10,13,4,51,14.758350,14.766467,4.542959,14.742119,5.519185,12,6,0.333333,-2.351530,7.462184,32.083333,44.833333,0.382395,0.495809,0.904843,0.710603,0.547289,0.429283,0.461538,0.482857,0.000825,0,0 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,4,96,51,13,25,7,89,21.537912,19.383223,15.513330,25.129063,15.269002,15,9,0.375000,-6.705038,11.849725,14.133333,17.444444,1.473925,1.315902,0.960252,0.934075,0.499465,0.542370,0.437126,0.483348,-0.129084,0,0 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,5,43,27,5,10,1,188,16.524200,19.107260,8.483353,12.391306,2.273181,8,5,0.384615,-1.285431,4.868963,18.500000,17.500000,0.838909,0.720986,0.830110,0.725274,0.435844,0.559139,0.433333,0.491650,0.213215,1,1 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,6,268,122,68,65,13,119,30.475039,29.702797,11.032370,31.504692,9.929052,52,39,0.428571,-19.947079,25.082157,23.701923,25.025641,1.103160,1.123128,0.898295,0.872168,0.481643,0.480150,0.453875,0.491099,-0.029439,1,1 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,7,76,39,10,20,7,27,14.435313,19.262508,9.598267,9.125399,4.735742,11,10,0.476190,-5.773526,7.034476,18.636364,9.400000,1.038888,0.869259,0.897184,0.888286,0.540525,0.534504,0.458904,0.482887,0.357093,0,0 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,8,148,53,58,31,6,196,12.523232,11.155844,6.062030,15.323120,5.040179,43,21,0.328125,-11.977322,27.884716,22.313953,27.833333,0.476598,0.410412,0.890339,0.788099,0.472653,0.450050,0.455056,0.493669,-0.157381,1,1 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,9,224,109,36,62,17,249,23.172859,23.343121,10.230451,22.791794,9.299892,47,21,0.308824,-10.326400,26.140610,18.212766,17.928571,1.167716,1.156988,0.897903,0.922393,0.449078,0.460880,0.448113,0.500282,0.011950,1,1 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,10,218,123,42,47,6,380,40.496307,34.919292,19.748941,50.363335,17.623765,46,26,0.361111,-15.870850,30.914885,28.000000,40.211538,1.116081,1.023422,0.868630,0.815855,0.440349,0.450391,0.449597,0.512323,-0.181092,2,2 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,11,278,107,66,84,21,271,27.235703,29.681698,12.507337,23.622303,11.216739,65,44,0.403670,-23.484896,34.967827,22.061538,17.409091,1.320237,1.338723,0.923720,0.948626,0.485694,0.503583,0.457851,0.501619,0.113676,1,1 
