Expt,Track,# Sharp Turns,Omega Turns,Blip Turns,Reversals,Second Reversals,Distance Traveled,Average Run Length,Positive Average Run Length,Positive Average X Displacement,Negative Average Run Length,Negative Average X Displacement,Positive Run Count,Negative Run Count,Fraction Neg Runs,Negative Bias Count,Positive Bias Count,posTimeAvg,negTimeAvg,posVelocityAvg,negVelocityAvg,posCurveIndexAvg,negCurveIndexAvg,posWVIAvg,negWVIAvg,StartCountBias,StartLengthBias,TTXI,TTXV,absTTXV
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,12,114,65,14,28,7,397,31.474911,30.137159,18.276039,35.366547,17.088839,32,11,0.255814,-6.614005,21.771173,24.750000,28.272727,1.095207,1.175543,0.908163,0.882268,0.468351,0.468437,0.453704,0.506033,-0.079833,2,2 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,13,151,70,33,39,9,-152,24.188707,21.593889,11.450707,26.284523,13.877305,21,26,0.553191,-17.105951,12.405483,17.166667,21.057692,1.148211,1.103385,0.916854,0.895792,0.462513,0.464220,0.461871,0.506686,-0.097970,-1,1 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,14,226,115,58,43,10,-194,31.574095,33.353424,15.145657,30.292976,12.982737,36,50,0.581395,-32.080120,21.917234,29.388889,25.180000,0.950387,1.006371,0.869119,0.870595,0.473768,0.472737,0.481434,0.507147,0.048085,-1,1 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,15,166,62,40,44,20,523,26.872833,28.391714,15.479177,23.035660,11.726633,48,19,0.283582,-11.591688,30.381905,25.364583,19.763158,1.083599,1.071291,0.936355,0.966947,0.481914,0.484905,0.474057,0.505083,0.104148,3,3 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,16,250,120,47,68,15,537,34.070229,31.999371,15.106395,38.426170,10.307209,61,29,0.322222,-11.679265,39.542549,25.008197,27.293103,1.126971,1.195106,0.890087,0.845913,0.466680,0.448665,0.469083,0.504752,-0.091257,3,3 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,17,220,104,41,61,14,115,27.321049,28.991415,16.465261,25.325886,16.420634,43,36,0.455696,-24.262981,28.406317,28.011628,24.236111,0.985575,0.984953,0.924891,0.938295,0.499894,0.506799,0.471976,0.505530,0.067484,1,1 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,18,37,20,6,9,2,-1,26.216532,37.140659,16.311239,20.754469,16.023173,3,6,0.666667,-4.594727,1.936851,51.500000,15.250000,0.864740,1.445611,0.512076,0.808797,0.426221,0.500948,0.475634,0.503115,0.283032,0,0 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,19,99,30,28,29,12,0,10.733965,10.007509,6.115132,11.391235,5.507208,19,21,0.525000,-12.001965,10.668296,17.473684,18.714286,0.673497,0.598141,0.857709,0.839770,0.543991,0.443827,0.473734,0.504332,-0.064664,0,0 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,20,186,85,39,48,14,95,30.476694,26.818296,13.258319,35.151314,14.917542,46,36,0.439024,-21.849987,28.605938,22.108696,28.569444,1.105764,1.055485,0.898428,0.916798,0.507569,0.477480,0.472125,0.503070,-0.134469,0,0 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,21,43,12,16,12,3,110,24.186220,21.271698,12.634267,30.015265,8.640910,12,6,0.333333,-3.841373,8.902001,18.250000,21.333333,0.943625,1.032142,0.880763,0.781276,0.486377,0.532933,0.470840,0.502873,-0.170483,1,1 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,22,95,40,11,33,11,0,14.960357,12.444946,8.242523,17.978848,8.917810,12,10,0.454545,-6.617108,8.574048,11.375000,17.700000,1.007578,0.918083,0.971361,0.945257,0.496987,0.463737,0.470539,0.503933,-0.181894,0,0 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,23,76,37,20,17,2,-35,57.694653,59.395645,21.743239,56.469940,17.266509,18,25,0.581395,-11.871002,10.287111,46.805556,44.140000,1.162175,1.095909,0.868413,0.863835,0.495711,0.513169,0.471974,0.506308,0.025251,0,0 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,24,141,58,50,26,7,-132,20.686506,14.419718,8.086386,30.832735,17.843064,34,21,0.381818,-12.760061,23.425280,17.058824,33.880952,0.735216,0.727544,0.886193,0.802881,0.465526,0.430903,0.470451,0.512174,-0.362699,-1,1 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,25,73,34,28,9,2,-112,19.603880,25.479277,6.790800,15.904557,7.543972,17,27,0.613636,-19.371269,8.879060,33.588235,29.222222,0.565607,0.514597,0.791498,0.840011,0.479066,0.511871,0.474436,0.509463,0.231364,-1,1 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,26,36,15,11,8,2,-54,42.299839,43.685165,17.374298,39.924995,24.440726,12,7,0.368421,-3.332999,6.597670,33.041667,22.285714,1.268033,1.472975,0.924825,0.933923,0.493294,0.482422,0.473684,0.508256,0.044973,0,0 
Y:\Gus\Ttx\Analysis\210319_Figs_1_&_2\210319a_N2_CGC_20C_d8C_H\210319a_N2_CGC_20C_d8C_H_w1a_tracks.bin,27,52,28,5,14,5,-25,26.844204,21.132990,10.960297,32.555416,18.356781,4,4,0.500000,-2.901247,2.417099,17.750000,25.500000,1.040178,1.149854,0.896106,0.881441,0.342331,0.490550,0.474576,0.507912,-0.212754,0,0 
