2089,3226,2455,182,1006,0,346,3046,0,692,1614,1674,968,1705,2288,230
1892,3709,1863,397,1748,578,817,2289,267,444,1016,1623,970,623,158,369
0.524742527003266,0.465176640230714,0.568550254747568,0.31433506044905,0.365286855482934,0,0.297506448839209,0.570946579194002,0,0.609154929577465,0.613688212927757,0.507734303912648,0.499484004127967,0.732388316151203,0.935404742436631,0.383973288814691
