884,3966,1248,1996,3437,1953,2728,61,357,0,1374,507,199
882,1107,785,1400,2406,2846,1623,719,131,587,323,917,363
0.500566251415628,0.781785925487877,0.613871126414166,0.587750294464075,0.588225226767072,0.406959783288185,0.626982302918869,0.0782051282051282,0.73155737704918,0,0.809664113140837,0.356039325842697,0.354092526690391
