161,766,355,1480,3043,1182,732,1281,3945,1816,41,516,54
599,798,4855,1131,1093,557,556,789,697,87,186,275,374
0.211842105263158,0.489769820971867,0.0681381957773513,0.566832631175795,0.73573500967118,0.679700977573318,0.56832298136646,0.618840579710145,0.849849202929772,0.954282711508145,0.180616740088106,0.652338811630847,0.126168224299065
