189,401,152,1103,846,843,188,401,936,297
2983,4135,3555,5470,5561,4162,4379,5311,2642,260
0.0595838587641866,0.0884038800705467,0.0410035068788778,0.167807698159136,0.132043077883565,0.168431568431568,0.0411648784760236,0.070203081232493,0.261598658468418,0.533213644524237
