Expt,Track,# Sharp Turns,Omega Turns,Blip Turns,Reversals,Second Reversals,Distance Traveled,Average Run Length,Positive Average Run Length,Positive Average X Displacement,Negative Average Run Length,Negative Average X Displacement,Positive Run Count,Negative Run Count,Fraction Neg Runs,Negative Bias Count,Positive Bias Count,posTimeAvg,negTimeAvg,posVelocityAvg,negVelocityAvg,posCurveIndexAvg,negCurveIndexAvg,posWVIAvg,negWVIAvg,StartCountBias,StartLengthBias,TTXI,TTXV,absTTXV
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_ola375_rep1_Tc15_16_24\240325_ola375_rep1_Tc15_16_24_w1a_tracks.bin,1,263,117,70,57,19,-243,17.940393,21.697372,2.907347,15.972453,4.198619,33,63,0.656250,-26.016268,9.823284,24.045455,18.317460,0.763649,0.769829,0.943662,0.927308,0.501541,0.509268,0.593750,0.524310,0.151976,-1,1 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_ola375_rep1_Tc15_16_24\240325_ola375_rep1_Tc15_16_24_w1a_tracks.bin,2,52,24,21,6,1,-17,4.868468,4.845497,1.919608,4.884548,2.308215,7,10,0.588235,-8.462333,4.459341,25.857143,25.850000,0.213385,0.213960,0.643961,0.684923,0.517691,0.350270,0.592920,0.523028,-0.004013,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_ola375_rep1_Tc15_16_24\240325_ola375_rep1_Tc15_16_24_w1a_tracks.bin,3,26,11,6,7,2,4,3.174581,2.346588,0.402262,4.416570,0.260071,3,2,0.400000,-1.116435,0.743301,7.000000,18.000000,0.238476,0.172703,0.896218,0.495316,0.507493,0.513132,0.584746,0.527650,-0.306067,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_ola375_rep1_Tc15_16_24\240325_ola375_rep1_Tc15_16_24_w1a_tracks.bin,4,262,99,65,68,30,-223,22.318659,27.958755,3.267941,17.871656,5.418462,41,52,0.559140,-26.563049,11.473822,27.768293,18.846154,0.823603,0.770504,0.886938,0.936145,0.520780,0.491733,0.592417,0.465632,0.220096,-1,1 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_ola375_rep1_Tc15_16_24\240325_ola375_rep1_Tc15_16_24_w1a_tracks.bin,5,25,16,3,4,2,2,2.447249,2.309940,0.532776,2.721867,0.744751,2,1,0.333333,-0.942328,1.606447,7.000000,9.500000,0.098393,0.085386,0.272240,0.298020,0.237697,0.070016,0.598131,0.460572,-0.081864,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_ola375_rep1_Tc15_16_24\240325_ola375_rep1_Tc15_16_24_w1a_tracks.bin,6,152,86,23,34,9,-168,41.357162,32.151920,9.900213,48.051876,10.669552,24,33,0.578947,-14.706633,9.979225,34.875000,53.878788,0.781353,0.763766,0.901156,0.845966,0.448917,0.464156,0.597786,0.488046,-0.198244,-1,1 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_ola375_rep1_Tc15_16_24\240325_ola375_rep1_Tc15_16_24_w1a_tracks.bin,7,201,96,52,40,13,-110,25.922995,20.861256,6.811739,30.261625,8.768293,30,35,0.538462,-18.761486,12.674835,21.883333,27.700000,0.863123,0.846479,0.906063,0.860682,0.467499,0.496289,0.589286,0.479785,-0.183878,-1,1 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_ola375_rep1_Tc15_16_24\240325_ola375_rep1_Tc15_16_24_w1a_tracks.bin,8,278,135,53,62,28,-74,18.268320,15.800975,5.090878,20.242197,4.479034,32,40,0.555556,-21.441570,15.831184,20.281250,24.350000,0.570824,0.538612,0.812469,0.835571,0.432358,0.543137,0.593137,0.461753,-0.123220,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_ola375_rep1_Tc15_16_24\240325_ola375_rep1_Tc15_16_24_w1a_tracks.bin,9,214,108,41,50,15,-72,13.372088,8.368389,2.735030,16.650373,3.949640,19,29,0.604167,-12.886844,8.428495,11.947368,19.741379,0.640728,0.669706,0.961110,0.898466,0.515680,0.477941,0.592105,0.473298,-0.331031,0,0 
Z:\Malcom\Behavior\Analysis\240325_N2_ola375_inx1gk_Tc15\240325_ola375_rep1_Tc15_16_24\240325_ola375_rep1_Tc15_16_24_w1a_tracks.bin,10,20,13,1,4,2,-5,4.694670,2.961899,1.627808,5.272260,3.127401,1,3,0.750000,-1.991846,0.672383,7.500000,12.833333,0.371949,0.373339,0.941835,0.725190,0.658284,0.398033,0.593478,0.472411,-0.280583,0,0 
