3864,195,2745,574,210,4362,1948,3907,2484,2454,1580,1943,428
3202,385,2309,762,846,1981,3885,2747,1095,684,1680,293,789
0.546844041890744,0.336206896551724,0.543134151167392,0.429640718562874,0.198863636363636,0.687687214251931,0.333961940682325,0.587165614667869,0.694048616932104,0.782026768642447,0.484662576687117,0.868962432915921,0.351684470008217
